id,cat_age,cat_gender,breed,needs_outdoor,medical_conditions,behavioural_problems,cat_weight,likes_to_explore,playful,vocal,picked_up,timid,aggressive,adapts_quickly,prefers_alone,likes_stroke,tolerant_handled,friendly,fearful,adopter_gender,adopter_age,other_cats,outdoor_access,worries,easily_nervous,remains_calm,talkative,outgoing,reserved,new_ideas,values_artistic,active_imagination,rude,forgiving,considerate,thorough job,lazy,efficient,satisf_level
166,5,1,0,2,1,1,3,5,4,4,5,2,1,4,2,5,5,5,1,2,3,0,2,3,2,4,5,3,1,5,5,5,2,4,5,5,2,4,1
167,4,2,0,2,1,1,3,4,4,4,5,4,2,4,2,4,4,4,4,2,3,0,2,2,2,4,5,4,3,5,5,5,3,5,4,5,1,4,0.9
168,2,2,0,2,1,1,3,4,4,4,2,3,1,4,1,5,3,5,3,2,2,0,2,4,2,5,5,5,2,4,4,3,3,2,2,5,1,5,0.95
169,14,2,0,2,1,2,3,5,5,5,2,1,1,4,1,5,4,5,1,2,5,1,2,5,5,2,4,2,4,4,3,4,4,2,4,5,4,5,1
170,8,1,0,1,1,1,4,4,4,3,4,1,2,4,3,4,4,4,1,2,3,2,1,4,4,2,3,2,4,2,3,4,3,2,4,2,5,3,0.9
171,7,2,maine coon,2,2,1,3,3,3,2,4,4,1,3,3,3,3,4,3,2,5,1,2,1,2,4,4,4,3,3,4,3,4,3,4,4,3,4,0.9
172,9,1,0,2,1,2,4,4,3,3,4,4,3,4,4,4,2,4,3,2,2,0,2,4,4,4,2,2,4,2,3,4,2,2,4,4,4,4,0.9
173,14,1,0,2,2,1,3,4,4,5,5,2,1,2,1,5,5,5,2,2,3,0,2,4,4,4,3,3,3,5,5,5,2,3,4,4,3,3,1
174,1,1,0,2,2,1,3,4,5,5,4,3,1,3,1,5,5,5,1,1,2,1,2,3,3,5,1,2,5,5,2,5,3,5,5,4,1,5,1
175,8,2,0,1,1,2,4,4,4,4,5,3,1,2,1,4,4,4,2,2,3,0,1,5,5,2,3,1,5,3,4,5,1,4,5,1,5,3,0.95
176,9,1,0,2,2,1,3,4,4,4,4,2,1,4,2,5,5,5,1,2,2,1,2,3,4,4,4,4,4,3,4,3,2,4,4,4,2,4,1
177,5,2,0,2,1,1,4,5,4,5,4,4,3,2,2,4,4,4,3,2,2,1,2,3,3,4,4,4,4,5,5,5,4,3,4,4,4,5,0.9
178,12,2,0,2,2,1,3,5,4,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,7,1,British Shorthair Classic Red Tabby,1,2,1,3,4,3,3,3,4,5,2,3,3,4,4,3,2,5,0,1,1,4,4,5,4,2,3,3,2,3,2,4,5,4,5,0.9
180,9,2,"appears to be russian blue, korat type",2,2,1,3,5,5,5,5,1,1,4,3,5,5,5,1,2,2,2,2,5,2,4,2,3,4,5,5,5,2,1,5,5,1,5,1
181,5,2,Bombay,1,1,1,3,4,4,3,5,1,1,3,2,4,5,5,1,2,4,1,1,3,2,4,5,5,1,3,3,4,4,4,4,3,2,3,1
182,7,1,0,1,1,1,3,4,4,4,5,2,1,4,1,5,5,5,2,1,4,2,1,5,5,5,3,1,3,3,1,1,3,5,5,5,1,5,1
183,9,1,0,2,1,1,3,4,4,5,4,2,1,2,2,4,3,5,2,2,3,0,2,3,3,3,3,3,3,5,5,5,3,4,4,4,4,3,1
184,13,2,0,2,1,2,4,3,3,5,3,4,1,3,3,5,3,3,4,1,2,0,2,4,3,4,3,2,5,4,4,3,4,2,2,5,2,4,1
185,7,2,0,2,1,1,3,5,5,5,4,1,1,3,3,4,4,5,3,1,6,0,2,5,5,3,3,3,3,5,5,5,5,5,5,5,1,5,1
186,5,2,0,2,1,2,3,3,3,4,2,2,3,3,3,4,3,3,2,2,1,0,2,5,4,3,4,3,4,4,3,4,2,4,4,5,4,5,0.85
187,6,1,0,2,1,2,3,5,3,1,4,2,1,3,2,5,4,5,2,2,4,2,2,5,5,5,3,1,5,5,5,5,2,2,5,4,4,4,1
188,6,1,0,2,1,1,3,4,3,1,2,3,1,3,4,4,2,4,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
189,9,2,0,2,2,1,3,5,4,5,5,4,1,5,2,5,5,5,1,1,5,0,2,3,2,4,3,4,4,4,4,4,2,4,4,5,4,4,1
190,4,1,0,1,1,2,3,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2,2,Ragdoll,2,2,1,3,4,4,2,3,4,1,4,2,5,5,4,4,2,2,0,2,4,4,4,3,4,4,4,4,4,4,4,4,3,1,4,1
192,5,2,0,1,1,1,3,4,3,3,4,3,1,4,1,5,4,4,2,2,2,1,1,4,3,4,4,4,2,4,5,4,3,3,5,4,4,4,0.95
193,1,1,Modern siamese cat,1,1,1,3,5,5,5,5,2,1,4,1,5,5,5,2,1,1,0,1,5,4,2,4,3,4,4,4,5,1,4,4,4,3,5,0.95
194,9,1,0,1,2,1,3,3,4,5,5,2,1,5,1,5,5,5,3,2,2,1,1,4,5,3,1,2,4,2,4,4,2,3,4,4,2,4,1
195,2,2,0,2,1,1,3,5,5,4,4,2,1,3,2,5,5,5,1,1,3,0,2,3,2,4,4,4,4,5,4,4,2,5,4,5,2,4,1
196,17,1,0,1,2,1,2,4,3,4,5,1,1,1,1,5,5,5,1,2,4,0,1,5,5,2,3,1,5,3,5,5,1,5,5,4,5,5,1
197,4,2,0,2,1,1,3,5,4,3,4,2,3,4,2,4,4,5,1,2,2,1,2,4,3,2,1,2,3,4,3,3,2,3,4,4,2,4,0.85
198,24,1,0,2,1,2,2,3,3,3,5,4,1,3,2,4,4,4,2,2,3,0,2,4,3,4,4,2,4,3,5,4,3,4,5,5,4,5,1
199,2,1,0,1,1,2,3,3,4,3,4,5,1,3,3,4,4,4,5,2,1,1,1,2,4,4,4,3,5,4,3,4,4,2,4,5,1,4,1
200,4,1,0,2,1,1,3,5,5,5,5,2,1,3,1,5,5,5,2,2,2,1,2,1,5,1,3,2,4,1,2,5,4,4,5,4,1,5,1
201,10,2,0,2,1,1,4,4,4,4,4,2,1,4,1,5,5,5,1,2,3,2,2,5,3,5,4,4,3,5,4,5,2,3,3,5,4,4,0.9
202,5,1,0,2,1,1,3,5,4,5,5,1,1,2,5,5,5,5,1,2,3,4,2,4,5,3,3,5,2,4,5,5,1,1,5,5,1,5,1
203,5,1,0,2,1,1,4,5,5,5,4,2,3,1,2,4,3,3,5,2,1,0,2,5,5,3,2,1,5,3,3,3,5,5,5,2,3,3,1
204,5,1,0,1,1,1,3,5,4,4,4,2,1,5,1,5,5,5,2,2,2,1,1,3,3,3,2,2,5,4,4,4,2,4,4,4,2,4,0.7
205,6,2,Persian,1,2,1,2,5,4,1,4,5,1,4,3,4,2,4,3,2,2,0,1,3,2,4,4,4,2,4,2,4,2,4,4,5,1,4,1
206,5,2,0,2,1,2,2,4,4,5,4,2,1,4,1,4,5,5,3,2,2,1,2,4,2,4,5,4,2,4,4,4,2,2,4,3,4,3,0.8
207,18,2,0,2,2,1,3,4,4,3,5,2,1,2,3,4,5,4,1,2,3,2,2,4,4,3,3,4,4,4,4,4,3,4,5,5,1,5,1
208,2,1,0,2,2,2,3,5,5,1,5,4,1,4,1,4,3,4,4,2,3,0,2,2,4,2,4,5,1,5,3,3,5,5,2,4,4,4,0.85
209,14,1,Bermese ,2,1,1,4,3,3,3,5,4,1,2,4,3,4,3,4,2,3,1,2,1,3,3,5,5,1,3,4,2,4,4,3,5,2,4,0.85
210,5,1,0,2,1,1,3,4,4,3,3,3,1,3,1,5,4,5,3,2,4,0,2,3,3,4,2,2,5,3,5,3,1,4,4,4,2,4,1
211,12,2,0,1,1,1,3,4,4,4,2,3,1,2,3,5,2,5,4,2,1,3,1,4,4,5,3,4,4,4,3,4,1,5,5,4,2,4,0.9
212,11,1,Maine coon,2,1,1,3,5,5,4,5,3,1,4,1,5,5,5,3,2,2,0,2,4,3,5,2,3,1,4,4,4,1,5,5,4,3,3,1
213,1,1,British longhair ,2,1,1,3,5,4,3,4,2,1,3,1,5,4,5,1,2,5,1,2,4,4,5,2,2,4,4,5,4,1,2,5,5,1,5,0.9
214,8,2,0,2,2,1,3,4,5,5,5,2,1,4,2,5,5,5,1,2,2,0,2,5,5,2,2,2,4,4,5,4,3,3,4,3,4,3,0.9
215,19,2,0,2,2,1,2,3,3,3,3,1,1,4,2,4,4,4,1,2,4,2,2,2,2,5,3,3,3,2,4,2,3,4,4,5,1,5,1
216,4,1,0,2,1,1,3,5,5,5,2,3,1,3,3,4,2,4,1,1,4,0,2,4,4,2,3,2,4,4,3,4,2,4,4,4,4,4,0.85
217,3,1,0,2,1,1,3,5,5,5,2,3,1,2,1,5,4,4,2,1,4,0,2,5,5,5,4,4,5,4,5,5,1,5,5,5,4,5,0.9
218,8,1,0,2,1,2,3,5,5,4,5,3,1,3,3,5,4,5,3,2,3,0,2,1,1,5,5,5,1,5,5,5,1,5,5,5,1,5,1
219,15,1,0,2,1,2,3,4,3,3,4,4,1,2,3,4,3,5,4,2,4,1,2,4,3,5,4,4,1,4,5,4,1,4,5,5,5,5,1
220,4,1,0,2,1,1,3,4,5,5,2,3,1,3,2,5,3,4,3,2,2,0,2,4,4,3,5,5,2,5,4,3,2,4,5,4,3,5,1
221,2,1,Devon Rex,2,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1,2,4,6,2,3,5,4,2,2,5,2,5,5,3,5,4,4,3,4,1
222,8,1,0,2,1,1,3,5,4,3,4,2,1,4,3,4,5,5,2,2,1,1,2,5,4,3,2,3,4,5,5,5,2,4,4,5,1,5,1
223,6,1,tabby,2,1,1,3,4,3,4,4,1,3,5,3,5,5,5,1,2,2,5,2,5,4,4,4,4,3,3,5,5,1,4,5,5,1,5,1
224,7,1,0,2,1,1,3,5,5,4,5,1,1,4,1,5,5,5,1,2,2,1,2,5,4,2,4,4,4,2,5,4,1,1,5,5,4,4,1
225,12,1,Siamese cross,2,2,2,3,4,3,5,5,4,1,3,1,5,5,3,4,2,2,0,2,4,2,2,5,5,1,3,3,5,4,2,4,5,3,4,0.9
226,13,2,0,2,2,1,2,4,3,3,4,2,1,3,1,5,5,5,2,2,5,0,2,3,2,4,4,4,3,4,4,4,3,3,4,5,4,4,0.95
227,8,2,0,2,1,1,3,4,4,3,5,3,1,3,2,4,4,4,2,2,3,1,2,4,4,4,3,3,4,4,3,4,3,2,3,5,2,4,0.85
228,3,1,0,1,1,1,3,4,5,5,1,2,1,2,2,4,1,4,4,2,4,2,1,5,4,3,2,2,4,2,4,3,2,2,4,3,1,3,0.85
229,4,2,0,2,1,1,3,5,3,4,5,2,1,4,3,5,4,5,1,2,4,0,2,4,3,4,4,4,4,4,5,5,4,4,5,4,2,3,1
230,9,2,Burmeese,2,1,1,3,4,3,1,4,2,1,5,1,5,5,5,1,2,1,0,2,3,2,4,4,4,4,4,4,4,2,5,5,4,4,4,1
231,8,1,0,2,1,1,4,4,4,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,19,1,0,2,2,2,3,1,3,3,4,2,1,4,2,5,4,5,2,2,4,6,2,3,3,4,4,4,1,4,4,4,3,4,4,5,1,4,1
233,14,2,0,2,1,1,4,3,3,1,3,3,1,3,3,3,3,3,1,2,4,0,2,5,4,2,3,2,3,1,3,3,3,3,4,4,3,4,0.8
234,8,2,0,2,2,1,3,4,5,3,4,1,1,5,2,4,4,4,1,2,3,0,2,2,3,4,4,2,4,2,5,5,1,4,4,4,3,4,1
235,6,2,0,2,1,1,4,5,3,3,3,2,1,4,2,5,3,5,2,2,2,1,2,2,2,4,5,5,1,4,4,4,3,4,5,5,3,5,1
236,9,2,0,2,2,1,3,4,4,3,4,2,1,2,2,5,5,4,3,2,2,0,2,3,4,3,4,3,4,3,4,3,3,4,4,4,4,4,1
237,2,1,0,2,1,1,3,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,2,2,0,2,1,1,3,4,3,2,5,5,1,4,3,5,4,3,5,2,2,1,2,4,4,2,5,5,1,5,4,5,1,5,5,4,4,5,0.95
239,16,2,0,2,2,2,4,4,3,4,1,2,1,1,3,3,2,4,2,2,4,2,2,4,4,3,4,1,2,2,3,3,1,4,5,3,1,4,0.9
240,6,1,Ragdoll ,2,1,1,3,4,4,3,4,2,1,3,2,4,5,5,2,2,2,2,2,5,5,5,5,5,2,3,4,3,1,5,5,5,2,4,1
241,14,2,Moggy. Tabby,2,2,2,3,5,3,4,5,2,1,4,1,5,4,4,3,2,4,0,2,2,1,4,5,5,1,5,5,5,1,4,5,5,1,5,1
242,14,1,0,2,2,1,3,4,4,4,5,3,1,4,3,4,4,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,9,2,Ragdoll,2,1,1,3,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,10,1,0,2,1,1,3,4,3,4,2,2,2,2,2,4,4,5,2,2,1,2,2,5,3,5,4,3,4,3,5,4,2,4,5,5,4,4,0.95
245,4,1,0,2,1,1,3,4,3,2,3,4,2,2,4,4,4,4,2,2,1,1,2,3,5,2,5,5,3,2,4,2,4,5,5,4,4,4,1
246,10,1,0,2,1,1,3,5,5,3,4,2,1,4,4,4,4,5,1,2,3,0,2,5,2,1,5,5,1,5,5,5,2,4,5,5,2,4,1
247,10,1,0,2,1,1,4,4,3,3,5,3,1,4,2,5,5,4,3,2,4,0,2,4,3,3,5,3,2,3,5,4,4,4,5,3,3,4,1
248,4,1,0,2,1,1,3,3,4,3,2,5,1,2,3,5,4,4,4,2,2,0,2,4,4,2,4,4,4,4,2,5,3,4,3,4,4,2,0.75
249,8,2,0,2,1,1,4,5,5,4,2,2,1,4,2,5,5,5,2,2,3,1,2,4,2,2,4,4,4,3,1,5,1,2,3,5,4,4,1
250,12,1,0,2,2,1,3,2,3,3,4,2,1,4,2,4,4,5,1,2,4,3,2,5,4,5,3,3,5,4,3,3,2,4,4,4,4,5,1
251,8,2,0,2,2,1,3,5,4,4,5,1,1,5,1,5,5,5,2,0,2,1,2,3,3,5,3,3,3,5,4,5,2,3,5,5,3,5,1
252,4,1,0,2,1,1,3,5,3,3,4,1,1,3,2,4,4,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1,1,0,2,1,1,3,5,4,3,4,4,1,3,2,4,4,4,3,2,5,5,2,5,5,3,4,3,2,4,5,5,1,3,4,5,4,4,1
254,9,1,0,2,1,1,4,5,4,4,3,2,1,4,2,4,4,4,2,2,3,0,2,5,4,4,4,4,4,4,4,4,4,5,4,4,3,4,0.9
255,16,1,0,2,1,1,3,3,3,1,4,4,1,4,2,4,4,5,2,2,1,2,2,5,4,2,4,5,4,4,4,4,1,5,5,5,1,5,0.95
256,12,1,0,2,1,2,3,4,5,3,2,2,1,4,2,5,5,5,2,1,6,0,2,2,1,5,2,2,4,5,3,5,4,1,4,5,2,5,0.95
257,8,2,0,2,1,2,3,4,4,1,2,3,1,3,4,4,2,4,2,2,4,4,2,1,2,5,4,5,2,4,5,4,2,2,4,4,2,4,0.95
258,2,1,0,1,1,1,3,4,4,3,4,4,1,4,3,3,4,5,4,2,2,0,1,4,4,5,4,4,4,4,3,4,3,4,5,5,2,5,0.95
259,1,1,0,2,1,1,3,5,4,3,4,2,1,3,2,4,4,4,2,2,4,0,2,2,3,4,4,3,2,4,3,3,2,3,4,4,3,4,1
260,12,2,siamese,2,2,1,3,2,2,4,5,1,1,3,2,5,5,5,1,2,4,1,2,4,4,4,3,3,4,2,3,4,3,4,4,3,4,3,1
261,2,2,0,2,1,1,3,5,5,5,4,2,1,4,3,4,5,5,1,2,3,1,2,3,4,3,2,2,4,4,5,4,4,3,5,5,1,4,1
262,6,2,0,2,2,1,3,4,3,3,5,2,2,4,2,5,5,5,2,2,2,1,2,4,2,4,2,4,4,4,5,4,4,5,5,5,4,5,1
263,5,2,0,1,2,1,3,5,4,4,4,2,2,5,3,4,3,4,2,2,2,0,1,5,5,1,4,2,4,3,4,4,2,3,4,5,4,4,0.85
264,18,2,0,2,2,2,2,3,3,4,2,2,1,5,2,5,4,5,1,2,3,0,2,1,4,5,4,4,2,4,3,4,4,4,4,4,2,4,1
265,3,1,0,2,1,1,3,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,3,2,0,2,1,1,3,5,3,4,4,4,1,3,2,5,4,5,2,2,2,1,2,4,2,5,5,5,2,3,4,3,1,5,5,5,4,5,1
267,12,1,0,2,1,1,3,3,3,5,5,2,1,2,5,5,5,5,1,2,4,2,2,3,2,4,4,4,3,3,4,4,3,3,4,4,2,4,0.95
268,11,2,0,2,2,1,4,3,3,3,5,3,1,2,4,5,3,3,3,2,3,1,2,5,4,3,3,4,4,3,2,5,4,2,4,4,4,3,0.95
269,8,2,0,2,1,1,3,4,3,3,2,2,1,2,2,4,3,4,2,2,2,0,2,4,3,5,1,1,5,4,4,4,2,5,5,5,1,4,0.9
270,5,2,0,2,1,1,3,5,4,4,4,2,1,2,2,4,4,4,2,2,4,0,2,2,1,5,4,4,4,4,4,4,2,2,4,5,1,4,1
271,11,1,0,2,1,1,4,4,3,2,5,3,1,5,3,5,5,5,1,2,2,2,2,5,4,3,4,4,2,4,3,2,4,3,5,5,2,5,0.95
272,11,2,0,2,1,1,3,3,4,1,4,5,1,2,4,5,5,5,3,2,2,1,2,5,5,5,4,5,2,5,2,5,4,3,4,5,4,5,1
273,7,2,0,2,1,1,3,5,1,5,5,2,1,5,3,5,5,5,1,1,6,0,2,3,3,5,5,5,5,5,5,5,5,5,5,3,2,2,1
274,3,1,0,2,1,1,4,4,5,4,5,4,1,3,2,5,5,5,3,1,4,5,2,4,4,3,2,2,4,4,3,4,4,4,3,5,2,4,1
275,2,1,0,2,1,1,3,5,4,3,4,2,1,3,2,5,4,5,2,2,3,1,2,2,2,4,4,4,1,4,4,3,1,3,4,4,4,4,1
276,8,2,0,2,1,1,3,5,5,3,2,2,1,5,3,5,4,5,2,1,4,1,2,2,1,5,4,4,4,3,2,5,4,4,2,5,4,5,1
277,3,2,0,2,1,1,3,4,3,1,2,5,1,2,3,3,2,3,4,2,5,0,2,4,4,2,1,1,4,2,5,4,1,5,4,5,1,5,0.75
278,1,2,0,2,1,2,3,4,5,3,4,4,1,3,1,5,4,4,3,2,3,1,2,4,3,3,4,4,2,4,4,4,3,3,4,4,4,4,0.95
279,10,1,0,2,1,1,3,3,4,3,4,2,3,3,2,4,2,4,4,2,3,1,2,4,2,5,5,4,2,3,2,4,1,3,4,5,1,5,1
280,13,2,0,2,1,1,3,4,3,3,4,2,1,3,2,4,4,5,2,2,3,1,2,1,1,5,4,4,4,4,3,2,4,3,4,5,4,3,0.95
281,9,1,0,2,1,1,3,4,3,3,4,2,1,4,1,5,4,4,1,2,4,4,2,4,1,5,2,2,2,3,4,3,1,5,5,5,1,5,1
282,4,1,0,1,1,1,1,5,5,5,5,3,1,4,2,5,4,5,2,2,4,1,1,3,1,5,4,5,1,5,5,5,1,5,5,5,1,5,1
283,5,2,0,1,1,1,4,4,3,4,5,3,1,3,2,4,4,5,2,2,2,0,1,4,3,3,4,3,4,5,4,5,2,3,5,4,3,3,0.8
284,4,1,0,2,1,1,5,3,3,4,3,3,1,3,2,4,3,4,3,2,2,0,2,5,3,4,3,3,3,3,4,2,2,2,3,4,3,2,0.95
285,3,2,0,2,1,1,3,5,3,3,3,3,1,3,2,5,4,5,1,2,2,3,2,5,5,4,3,4,1,4,3,3,5,3,4,5,1,4,1
286,6,1,0,2,1,1,3,5,5,3,5,1,1,4,3,4,4,5,3,2,3,3,2,3,3,5,2,3,4,3,3,3,3,2,4,5,1,4,1
287,2,1,0,2,2,1,4,3,4,3,5,4,1,3,3,4,4,4,2,2,2,0,2,4,4,2,4,3,4,3,3,4,2,4,4,5,2,4,0.85
288,7,1,0,2,1,1,4,4,3,4,5,3,1,4,2,5,5,5,1,2,3,2,2,2,2,4,4,4,3,4,4,4,1,4,5,4,3,4,1
289,8,1,0,2,1,1,3,5,5,3,2,4,1,4,4,4,2,4,4,2,1,0,2,4,4,2,2,5,4,5,5,5,1,5,5,5,1,5,0.8
290,12,2,0,2,1,1,2,4,3,4,4,3,1,3,2,4,4,4,2,2,4,0,2,4,4,4,4,2,4,4,3,3,1,4,5,5,1,4,0.85
291,2,1,0,2,1,1,4,5,4,4,4,1,1,4,2,4,4,4,2,2,2,1,2,4,5,1,2,2,5,1,3,4,4,3,2,5,4,5,0.95
292,7,1,0,2,1,1,3,4,5,4,4,2,1,4,2,5,5,5,1,1,5,1,2,2,1,5,5,4,2,5,5,5,2,5,4,3,3,3,0.95
293,11,2,0,2,1,1,3,5,5,3,5,1,1,5,1,5,5,5,1,1,2,0,2,5,3,3,4,4,4,4,4,4,2,3,4,3,3,4,1
294,2,1,0,2,1,1,3,4,3,3,4,3,1,3,2,4,4,3,2,2,5,0,2,4,2,5,4,5,1,3,4,3,1,5,5,5,1,5,0.8
295,4,2,0,1,2,2,2,4,5,5,4,2,1,5,1,5,4,5,3,2,1,0,1,2,2,5,5,4,2,3,4,4,4,3,4,4,2,5,1
296,2,1,0,2,1,2,3,5,5,1,4,3,2,3,2,4,3,4,3,2,4,2,2,5,2,4,5,4,4,3,4,5,1,5,5,5,1,5,1
297,4,2,0,2,1,1,4,3,4,3,2,3,1,4,3,4,2,4,2,2,2,1,2,5,5,3,2,2,5,2,5,4,3,2,4,5,3,5,0.85
298,4,1,British Shorthair Lilac Spotted,2,1,1,4,5,4,4,3,3,1,3,3,4,4,3,3,2,4,0,2,5,4,3,4,3,4,4,4,4,1,4,5,3,3,4,0.7
299,1,1,Ragdoll,2,1,2,3,3,3,5,5,1,1,3,1,5,5,5,1,2,3,4,2,4,4,2,4,2,2,3,4,4,4,2,4,2,1,3,1
300,12,1,0,2,1,1,3,4,4,3,3,4,1,3,4,4,3,3,3,2,3,4,2,2,1,5,2,2,5,4,4,4,4,3,3,4,2,3,0.9
301,1,1,0,1,1,1,3,5,4,3,5,2,1,5,2,3,4,5,1,2,1,1,1,5,5,2,5,3,3,3,5,5,2,4,4,3,5,3,1
302,6,2,0,2,1,1,4,4,4,5,4,3,1,4,2,5,4,4,3,2,2,0,2,5,2,2,5,3,2,4,5,5,2,1,5,4,2,2,1
303,2,1,Norwegian forest,2,1,1,2,5,3,1,4,2,2,4,3,2,4,5,2,2,4,1,2,3,4,4,5,4,2,4,5,4,2,3,4,4,2,4,0.85
304,4,1,0,2,1,1,3,5,4,5,5,5,1,5,3,5,5,5,1,2,3,1,2,1,4,5,5,5,1,3,4,5,3,5,5,5,4,5,1
305,11,1,0,1,1,2,3,5,5,5,4,2,3,4,2,4,4,4,2,2,2,0,1,4,2,4,2,2,4,4,4,4,2,2,4,4,2,4,0.85
306,8,1,0,2,2,2,4,3,3,4,4,3,2,1,2,5,4,4,4,2,4,0,2,3,2,4,5,4,2,4,4,4,2,5,5,4,3,4,0.9
307,2,2,0,2,2,1,3,5,5,3,4,2,1,4,3,4,4,5,2,2,2,1,2,1,2,4,4,4,2,4,5,4,1,5,5,4,1,4,1
308,12,1,Egyptian Mau (I have 2),1,2,2,3,4,3,3,5,3,1,4,3,5,5,4,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
309,7,1,0,2,2,1,3,4,4,4,5,2,1,3,1,5,5,5,2,2,2,0,2,5,5,3,2,2,5,4,4,4,4,4,5,4,4,4,1
310,7,1,0,1,2,2,3,5,5,5,5,3,1,4,2,5,5,5,2,2,3,1,1,3,3,4,4,3,4,4,4,3,2,5,3,5,1,5,1
311,19,2,0,1,2,2,1,4,1,5,2,4,3,4,3,4,4,3,4,2,3,3,1,5,5,2,4,4,2,4,4,5,2,3,5,5,1,5,1
312,8,1,Maine Coon,2,1,2,3,5,4,4,4,2,3,3,3,4,2,4,2,2,5,2,2,4,4,2,4,4,2,4,5,5,1,5,5,3,4,5,0.85
313,4,2,0,2,1,1,3,5,5,3,4,3,1,3,1,5,3,5,3,1,5,1,2,1,1,5,5,5,3,5,5,5,3,5,5,5,1,5,1
314,3,1,0,2,1,1,3,5,5,1,2,2,3,4,1,5,2,5,1,1,2,0,2,2,3,4,5,5,3,4,4,4,2,5,5,4,2,4,0.9
315,6,2,0,1,2,1,3,4,4,5,4,2,1,4,2,5,4,5,1,2,4,3,1,4,1,4,2,1,5,4,4,4,2,4,4,4,5,4,0.9
316,3,2,0,2,1,1,3,5,3,3,2,3,1,3,3,4,4,5,1,2,4,0,2,3,4,5,4,4,1,3,5,3,1,5,5,5,1,5,1
317,9,1,Bengal,1,1,2,3,5,5,5,5,3,1,2,1,5,5,5,3,2,3,0,1,4,1,5,5,3,1,5,5,5,1,5,5,5,4,5,1
318,7,2,0,2,1,2,4,3,4,3,4,4,1,2,3,4,2,3,4,2,4,0,2,4,3,5,3,3,4,3,2,3,4,5,5,4,2,4,0.95
319,12,2,0,2,2,1,3,3,3,1,4,3,1,2,3,4,4,4,4,2,2,0,2,4,5,3,4,3,4,4,4,3,2,3,5,5,2,4,1
320,6,2,0,2,1,1,4,4,5,5,4,2,3,2,1,5,4,5,2,2,2,0,2,5,5,4,4,2,4,3,2,4,2,3,5,4,4,4,1
321,2,1,0,2,1,2,4,5,5,5,4,2,1,3,2,4,4,4,2,2,3,1,2,5,3,2,5,4,4,2,3,5,4,4,4,5,3,4,0.95
322,9,1,0,2,1,1,3,4,3,4,4,1,1,4,3,4,4,4,2,2,3,0,2,2,5,4,4,3,4,4,5,4,2,3,4,5,4,2,0.8
323,5,2,0,2,1,1,3,5,5,3,4,2,1,3,2,4,4,4,2,2,3,0,2,3,4,5,5,5,3,4,4,3,1,4,4,5,1,5,1
324,1,2,0,2,1,1,3,5,5,3,3,2,1,4,2,4,4,4,2,2,2,0,2,2,5,3,1,2,4,4,5,4,4,4,5,5,3,4,0.95
325,7,1,Snowshoe,2,1,1,4,5,5,1,5,1,1,3,1,5,5,1,5,2,5,1,2,3,3,5,5,5,4,5,3,4,3,3,5,5,1,5,1
326,12,1,bengal cat,2,1,1,3,5,4,4,4,2,1,2,3,4,4,5,1,2,6,6,2,3,2,4,3,2,4,4,5,4,1,5,4,4,3,4,0.8
327,3,1,0,1,2,1,4,4,3,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,14,2,0,1,1,2,3,5,3,1,4,2,3,4,5,4,4,3,2,2,4,8,1,4,4,4,4,4,3,4,5,4,1,5,5,5,3,5,1
329,12,1,0,2,1,1,3,3,3,3,5,4,1,2,4,4,4,4,4,2,3,3,2,2,4,3,2,2,4,3,4,4,4,4,5,4,4,4,0.95
330,5,2,Med hair,2,1,1,3,5,5,5,3,4,1,2,1,5,3,5,3,2,5,3,2,4,2,5,4,4,2,5,5,4,4,3,4,5,4,4,1
331,2,2,0,2,1,1,2,4,4,3,4,1,1,4,2,4,4,4,1,1,2,1,2,2,2,3,2,3,4,3,5,3,3,4,4,4,4,4,1
332,4,1,0,1,1,1,5,4,3,3,5,2,1,4,3,5,5,5,2,2,2,1,1,2,3,5,2,4,5,2,4,2,2,5,5,4,5,4,1
333,8,1,0,1,2,1,3,4,3,3,5,2,1,5,2,5,5,5,2,2,4,1,1,2,2,4,2,3,4,4,4,4,2,3,4,5,2,4,1
