,How old is your cat (years)?,Is your cat male or female?,Other (please specify).1,Does your cat have access to the outdoors?,Does your cat have any existing medical conditions?,Does your cat display any behavioural problems,How would you describe your cat's weight?,My cat is keen to explore new things in his/her environment,My cat is playful,My cat is vocal when around people,My cat is comfortable being picked up,My cat is timid,"My cat behaves aggressively (i.e. growls, hisses, bites and swipes with claws) towards me when I stroke him/her",My cat is quick to settle and to adapt to change,"My cat would prefer to be left alone, rather than be with people",My cat likes being stroked,My cat is very tolerant to being handled,My cat is friendly,My cat is fearful
1324,12,1,Siamese,2,2,2,4,3,3,4,3,3,1,2,2,5,4,4,3
1325,12,1,0,2,2,1,4,5,5,4,5,1,1,5,1,5,5,5,1
1326,1,2,0,1,1,2,3,5,5,4,4,1,1,5,1,5,5,5,1
1327,6,2,0,1,1,1,3,5,5,5,3,1,1,4,1,5,4,1,5
1328,3,1,Sphynx,1,1,1,3,5,4,4,5,1,1,3,2,5,5,5,2
1329,13,1,Not sure,1,1,1,3,5,5,5,5,1,1,2,2,5,5,5,3
1330,7,1,0,2,2,2,4,2,2,4,5,4,1,2,1,5,5,5,3
1331,9,1,0,1,1,1,3,4,3,3,4,3,1,2,1,4,4,4,3
1332,12,1,0,2,2,1,4,4,4,1,4,2,1,2,1,5,4,5,1
1333,16,1,0,2,2,2,2,4,4,4,3,2,1,3,2,4,4,4,2
1334,4,1,0,1,1,2,3,3,2,2,1,5,2,1,5,1,1,1,5
1335,5,2,0,1,1,1,3,4,3,5,3,3,1,3,2,3,3,3,1
1336,2,1,0,2,2,1,3,5,5,3,5,3,1,4,3,5,5,5,2
1337,4,2,Egyptian Mau,1,1,1,4,4,5,5,4,4,1,3,2,5,5,5,3
1338,3,1,0,1,1,1,3,5,5,5,5,2,1,4,2,4,4,4,1
1339,12,2,0,1,2,1,3,5,4,5,3,2,1,3,2,4,3,5,2
1340,8,1,0,2,1,1,3,4,3,4,5,1,1,5,2,5,5,5,1
1341,16,1,Singapura,1,2,1,3,4,4,5,5,1,1,4,1,5,5,5,1
1342,6,2,Seal Point Siamese ,2,1,2,3,5,4,4,4,2,1,3,1,5,4,4,1
1343,5,2,0,1,2,1,3,5,5,1,3,1,1,4,2,4,3,4,1
1344,4,1,0,1,1,1,3,5,5,4,4,2,1,4,3,5,4,5,3
1345,9,1,0,1,2,1,4,3,3,3,3,5,4,2,3,3,3,3,3
1346,14,2,0,1,2,1,3,3,3,4,3,2,1,2,2,4,4,4,2
1347,6,2,Tortie,2,1,1,3,5,5,2,3,2,1,4,2,4,4,4,3
1348,4,2,Sphynx,1,1,1,3,4,4,4,4,2,1,5,2,5,5,5,2
1349,2,2,0,1,1,1,3,5,5,3,5,1,1,4,2,5,4,5,2
1350,12,1,0,2,1,1,3,4,3,4,4,1,1,4,1,5,5,5,1
1351,2,2,0,1,1,1,3,5,4,3,4,2,3,4,2,4,4,5,2
1352,6,1,0,1,1,1,3,5,5,5,5,1,1,4,2,5,5,5,1
1353,11,1,0,2,2,2,3,5,5,3,5,2,3,5,1,5,5,5,1
1354,10,1,0,2,1,1,3,3,3,4,4,2,1,4,1,5,3,2,1
1355,3,1,0,2,1,2,3,3,4,5,4,4,1,2,2,4,2,5,5
1356,7,1,0,1,2,2,3,5,5,4,5,1,1,5,1,5,5,5,1
1357,8,1,0,1,2,1,3,4,4,4,3,2,1,3,1,5,3,5,3
1358,4,1,0,1,2,1,3,5,4,4,2,1,1,5,1,5,4,5,1
1359,5,1,0,2,1,1,3,5,4,3,5,1,1,4,3,5,5,5,1
1360,1,2,0,1,1,1,3,4,5,4,2,3,1,4,2,5,3,4,3
1361,1,1,0,2,1,1,3,5,5,3,5,1,1,3,2,5,5,4,2
1362,1,2,0,1,1,1,2,5,3,4,2,5,1,4,1,5,4,3,3
1363,5,2,0,1,2,1,3,5,4,3,2,4,1,2,2,4,3,4,3
1364,1,2,0,1,1,1,4,5,4,5,5,2,1,3,2,4,5,4,2
1365,8,1,0,2,2,1,3,4,3,2,5,2,1,4,3,5,4,4,2
1366,7,1,0,1,1,1,4,3,4,5,1,2,1,2,2,5,3,5,2
1367,2,2,0,1,1,2,3,1,3,1,2,5,1,1,5,5,2,3,5
1368,2,2,0,1,1,1,3,5,5,1,2,4,1,1,5,3,1,2,4
1369,6,2,0,2,1,1,3,5,5,3,5,1,1,1,1,5,5,5,1
1370,10,2,0,1,1,1,4,4,3,3,5,2,1,2,1,5,5,5,2
1371,13,1,ragdoll,1,1,1,3,5,5,5,3,1,1,5,1,5,5,5,1
1372,8,2,0,1,1,1,3,5,4,4,5,2,1,4,1,5,5,4,1
1373,6,2,0,1,2,2,3,5,5,5,1,1,1,1,1,5,1,5,4
1374,11,2,0,1,1,2,3,3,3,4,0,0,1,0,0,0,0,0,0
1375,5,1,0,2,1,2,3,5,5,4,4,2,1,2,2,4,4,4,2
1376,10,2,0,1,2,1,3,3,4,4,5,1,1,4,2,5,4,5,1
1377,10,2,0,2,2,1,3,5,3,4,3,2,1,4,1,5,3,5,1
1378,12,2,0,1,2,1,3,3,3,1,1,4,3,1,2,3,1,5,4
1379,7,1,0,1,1,1,3,3,4,4,3,3,1,2,3,4,3,4,2
1380,8,1,0,1,1,2,3,4,3,1,5,4,1,3,4,3,4,5,2
1381,11,1,0,1,2,1,3,4,4,3,4,4,1,2,3,5,4,4,2
1382,10,1,0,1,1,1,3,4,4,4,4,3,2,3,3,4,2,4,2
1383,15,1,Devon Rex,1,1,1,3,5,4,3,5,1,1,4,1,5,5,5,1
1384,7,1,0,1,1,1,4,4,4,3,4,2,1,4,2,5,4,4,2
1385,8,1,0,1,1,2,3,4,3,3,2,2,1,3,3,3,3,4,2
1386,17,2,0,1,2,1,2,3,3,3,3,4,1,3,4,3,4,3,3
1387,10,1,0,1,2,1,3,4,4,5,5,3,1,4,1,5,5,5,1
1388,9,1,Siamese ,1,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1
1389,11,2,0,1,1,1,3,4,3,5,5,2,1,3,2,5,5,5,2
1390,13,1,0,1,2,1,3,5,3,3,5,2,1,4,2,5,5,5,1
1391,7,1,Maine coon mix,1,1,1,4,4,3,1,4,4,1,2,3,4,3,4,5
1392,2,1,0,2,1,1,3,5,4,4,5,1,1,4,1,5,5,4,1
1393,14,1,0,1,2,1,3,3,3,1,4,2,1,3,3,4,4,4,2
1394,15,1,0,1,1,1,3,3,4,3,5,2,1,5,2,5,5,5,1
1395,4,1,0,1,1,1,3,5,5,3,4,1,1,5,2,4,4,5,1
1396,5,1,0,1,1,1,4,5,5,5,5,2,1,4,2,5,5,5,2
1397,8,1,Abyssinian,1,2,1,3,4,3,1,5,2,1,4,2,1,5,4,1
1398,1,1,0,1,1,2,3,5,4,3,5,2,1,4,3,3,5,4,1
1399,3,2,Half Siamese,1,1,1,3,4,5,5,5,1,1,2,1,1,5,5,3
1400,4,2,0,2,1,1,4,4,4,4,4,4,1,4,2,4,4,4,4
1401,4,2,0,1,1,1,4,5,5,1,4,2,1,3,2,5,4,5,4
1402,15,2,Siamese cross,1,2,1,3,5,4,5,5,1,5,3,1,5,5,5,1
1403,6,1,0,2,2,2,4,4,5,3,5,5,1,4,2,5,5,5,5
1404,2,2,Calico,1,1,1,3,4,4,5,3,4,1,2,1,5,2,3,4
1405,3,2,0,1,1,1,3,4,4,3,4,2,1,4,2,5,4,4,2
1406,9,2,0,2,1,2,4,3,3,1,1,3,3,2,4,4,2,1,3
1407,12,1,0,1,1,1,3,4,4,5,5,2,1,4,1,5,5,5,1
1408,4,1,0,1,2,1,4,5,4,4,5,2,1,4,2,5,4,5,2
1409,11,1,0,1,1,2,3,5,3,5,3,5,1,2,2,5,4,5,3
1410,4,1,0,2,1,2,3,5,3,1,0,0,1,0,0,0,0,0,0
1411,6,2,0,2,1,1,3,5,3,3,4,2,1,3,3,5,4,5,1
1412,3,1,0,1,1,1,3,4,4,3,4,2,1,4,2,4,4,5,1
1413,8,2,0,2,1,1,3,5,5,4,5,4,1,3,3,5,5,5,2
1414,8,2,0,2,1,1,4,3,4,5,4,1,1,2,4,4,4,4,3
1415,1,1,0,1,1,1,3,5,5,3,0,0,3,0,0,0,0,0,0
1416,14,2,0,1,1,1,5,3,3,1,1,4,1,2,3,4,4,2,4
1417,1,1,Russian blue,1,1,1,3,5,5,5,5,4,1,4,2,5,5,5,1
1418,1,1,0,1,1,1,3,4,4,1,1,5,1,2,1,2,2,3,5
1419,3,2,0,2,1,1,3,5,4,4,4,2,1,4,1,4,4,5,2
1420,4,1,0,2,1,2,3,5,4,4,0,0,1,0,0,0,0,0,0
1421,3,1,0,1,1,2,3,4,4,4,5,1,1,5,1,5,5,5,1
1422,5,1,0,2,1,1,3,5,5,3,4,2,1,3,2,5,4,5,1
1423,6,1,0,2,1,2,3,5,4,5,3,5,1,3,3,4,4,3,5
1424,9,1,0,2,1,1,3,4,4,4,5,3,1,4,2,4,5,4,2
1425,9,1,LaPerm,2,1,1,3,4,3,3,4,1,1,4,2,4,4,5,1
1426,16,1,Main coon ,2,2,1,3,5,5,4,4,1,1,3,1,5,5,5,1
1427,17,2,0,2,1,1,2,3,3,4,3,4,1,2,4,3,3,2,3
1428,7,2,0,2,1,2,3,3,1,4,2,4,1,1,3,4,2,4,4
1429,9,2,0,1,1,1,4,4,3,4,4,1,1,4,1,5,2,5,3
1430,2,2,0,2,2,1,3,5,4,4,4,2,1,3,2,4,4,4,2
1431,9,1,0,2,1,1,4,4,4,5,4,2,1,2,2,4,4,4,3
1432,7,2,0,2,1,1,3,3,3,5,2,1,1,4,1,5,4,4,1
1433,5,1,0,2,1,2,3,3,4,5,1,3,1,4,3,5,3,5,5
1434,11,2,0,2,1,1,3,3,3,3,4,2,1,3,3,4,5,5,2
1435,4,1,0,1,1,1,3,4,4,3,3,3,1,2,2,4,2,5,4
1436,5,2,0,1,1,2,3,5,3,2,4,2,1,3,2,5,5,5,1
1437,5,1,0,1,2,1,4,3,5,4,4,4,1,2,1,5,5,5,4
1438,3,1,Norwegian forest cat,1,1,1,2,5,5,4,5,2,1,5,2,5,5,5,1
1439,5,2,0,1,1,1,3,5,4,2,3,2,1,4,2,5,2,5,2
1440,9,1,Maine Coon,2,2,2,3,4,3,4,2,2,1,3,3,4,4,5,2
1441,1,1,0,2,1,1,3,5,4,5,4,3,1,4,2,5,5,5,2
1442,1,2,0,2,1,1,3,5,4,3,5,2,1,4,3,5,4,5,2
1443,3,2,0,1,1,1,3,5,4,3,2,2,1,4,2,4,3,5,1
1444,1,1,0,2,1,2,3,4,3,3,4,3,1,4,3,3,4,4,2
1445,6,1,british blue x bengall,2,1,1,3,5,3,5,3,4,1,3,3,5,3,4,4
1446,9,1,shorthaired exotic,2,1,1,3,4,4,4,5,1,1,5,1,5,5,5,1
1447,7,1,0,2,1,1,3,4,3,3,2,3,1,3,3,4,4,4,2
1448,11,1,0,2,1,1,3,4,3,4,3,2,1,4,4,4,4,5,1
1449,5,2,0,2,2,1,3,4,4,5,2,4,1,1,2,4,4,4,4
1450,6,1,0,2,1,1,3,3,4,1,4,3,3,3,3,4,4,4,3
1451,4,2,0,1,1,1,4,4,5,4,4,3,2,2,3,4,4,4,3
1452,9,2,0,2,1,1,4,5,4,5,2,4,1,2,2,4,2,5,4
1453,14,2,0,1,1,1,3,3,1,1,5,1,1,3,3,5,2,5,1
1454,1,1,0,2,1,2,3,5,5,5,5,4,3,4,2,4,4,5,2
1455,5,1,0,2,1,1,3,5,3,3,5,2,3,5,3,5,4,4,2
1456,10,1,0,2,1,1,3,4,3,3,2,2,3,4,2,4,4,4,2
1457,14,1,0,2,2,2,4,4,3,5,4,2,1,2,3,5,3,4,2
1458,16,1,0,2,2,1,3,5,3,5,3,2,2,2,3,5,4,5,4
1459,6,2,0,2,2,1,4,4,4,1,5,1,1,4,1,5,5,5,3
1460,10,1,0,2,2,1,2,4,4,5,5,1,1,3,1,5,5,5,2
1461,3,2,Tortoiseshell ,2,1,1,3,3,3,4,3,4,1,4,3,4,3,4,4
1462,6,1,0,1,1,1,3,3,4,4,0,0,1,0,0,0,0,0,0
1463,2,1,0,1,1,1,3,5,5,3,5,4,1,4,3,5,5,5,2
1464,2,1,"part persian, part moggy",1,1,1,3,4,4,3,5,2,1,4,1,1,1,5,1
1465,2,1,0,2,1,1,3,4,4,3,4,2,1,4,4,4,4,5,1
1466,8,1,Snowshoe,2,1,1,3,4,4,4,5,3,1,3,1,5,5,5,2
1467,3,1,0,2,1,2,3,4,4,3,2,3,3,3,3,3,1,3,2
1468,10,1,0,2,2,2,3,3,3,4,4,4,1,2,2,4,4,4,4
1469,3,2,0,2,1,1,4,3,3,2,3,4,3,4,2,4,2,4,4
1470,8,1,0,2,1,1,3,5,3,4,5,1,3,4,1,5,5,5,1
1471,18,2,0,2,1,1,2,3,3,3,3,3,3,3,2,4,2,4,2
1472,5,2,0,2,1,1,3,3,3,3,4,4,1,3,3,5,2,5,5
1473,13,1,0,2,1,1,3,5,5,4,5,1,1,4,1,5,5,5,1
1474,2,2,0,2,1,1,3,4,3,3,2,4,1,3,3,4,3,3,4
1475,8,2,Maine Coon,2,1,1,3,5,5,3,0,0,4,0,0,0,0,0,0
1476,2,2,0,2,1,1,3,2,4,1,5,1,1,5,2,5,5,5,1
1477,6,1,0,2,2,1,3,4,3,3,3,3,1,4,1,5,4,4,2
1478,6,1,0,2,1,1,3,5,5,5,5,3,1,3,2,5,5,5,3
1479,2,1,0,2,1,2,5,5,5,1,1,1,1,3,1,5,2,5,1
1480,16,1,0,2,2,2,3,4,4,3,4,2,1,2,3,5,5,5,2
1481,16,2,0,2,2,1,3,3,3,4,4,2,1,4,2,5,5,5,1
1482,1,2,0,2,1,1,3,5,5,4,5,2,1,4,2,5,5,5,2
1483,5,2,0,2,1,1,3,5,4,5,5,3,1,3,3,4,5,4,3
1484,12,2,0,2,1,1,3,5,4,5,3,4,1,5,3,5,3,4,2
1485,2,1,0,1,1,1,4,4,5,3,5,2,1,5,1,5,5,5,2
1486,3,2,Ragdoll,1,2,2,4,3,3,4,2,2,1,3,2,4,2,4,2
1487,9,1,0,2,1,1,3,5,4,5,3,1,1,4,3,4,4,5,1
1488,6,1,0,2,1,1,3,3,4,4,4,2,1,5,2,4,5,5,2
1489,2,1,Savannah,1,1,1,3,5,5,3,1,3,1,2,3,4,1,2,2
1490,6,1,0,2,1,1,3,5,1,3,4,1,1,4,4,4,5,5,2
1491,13,1,0,2,1,1,2,3,3,5,5,1,1,3,1,5,5,5,2
1492,5,2,0,2,1,2,3,5,3,4,1,2,3,3,2,4,3,4,2
1493,10,1,0,2,2,1,4,3,3,4,2,4,1,4,1,5,3,5,4
1494,2,2,0,2,1,1,3,4,3,3,4,4,1,2,2,4,4,4,4
1495,9,1,0,1,1,1,3,3,3,1,4,5,1,3,5,4,2,4,4
1496,11,1,0,2,2,2,3,4,3,5,4,1,1,5,2,4,4,5,1
1497,1,2,Birman,1,1,1,3,5,5,4,5,1,1,5,1,5,5,5,1
1498,10,2,0,2,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1
1499,5,1,0,2,1,1,4,4,3,5,3,5,1,3,2,5,5,5,4
1500,5,2,0,2,1,1,3,5,5,4,3,1,3,3,2,4,3,4,1
1501,5,2,0,2,1,1,3,4,5,4,5,4,1,4,2,5,5,4,4
1502,2,1,0,2,1,1,3,5,4,3,3,3,3,4,2,4,3,4,2
1503,4,1,0,2,1,2,3,5,4,3,4,3,3,3,3,4,2,4,2
1504,3,1,Persian chinchilla ,2,1,1,3,4,4,5,5,3,1,4,2,4,5,5,2
1505,1,2,0,2,2,1,3,4,4,1,5,4,1,2,2,5,5,4,4
1506,12,1,0,2,2,2,4,3,3,3,4,1,1,2,3,3,5,5,1
1507,6,1,0,2,1,1,3,4,4,3,5,2,1,5,2,5,5,5,1
1508,4,1,Sphinx,1,1,2,3,5,5,4,0,0,2,0,0,0,0,0,0
1509,4,1,0,2,1,2,3,4,4,2,2,2,1,2,3,4,2,4,2
1510,4,2,0,2,1,1,3,5,3,3,3,2,2,3,2,4,4,4,4
1511,7,2,0,1,2,1,3,4,5,1,5,5,1,2,1,5,5,5,5
1512,1,1,sphynx,1,1,1,2,5,5,4,2,1,1,5,1,3,5,5,1
1513,5,2,0,1,2,2,4,4,3,5,4,1,3,3,2,2,3,3,2
1514,9,2,0,2,1,2,3,5,3,4,4,4,1,4,2,5,5,5,2
1515,19,2,0,2,2,1,3,4,4,4,3,1,1,4,2,4,4,4,2
1516,5,1,0,1,1,2,3,4,4,4,2,4,1,4,4,4,3,4,4
1517,6,2,0,2,1,1,3,5,5,4,3,1,1,5,3,5,5,5,1
1518,7,2,0,1,1,1,3,5,4,3,4,2,1,3,1,5,3,4,2
1519,2,1,0,2,1,1,3,4,4,1,5,4,1,2,4,3,4,3,4
1520,4,1,0,2,1,1,3,5,5,5,5,2,1,4,2,5,4,5,2
1521,8,1,0,2,1,2,2,3,3,3,2,2,5,2,5,2,2,3,4
1522,6,2,0,2,1,1,3,4,4,4,4,2,1,3,3,4,3,5,1
1523,7,1,0,2,1,1,3,4,5,4,4,4,3,2,2,4,2,4,1
1524,7,1,0,2,2,1,4,5,5,5,3,3,1,3,2,5,5,5,2
1525,10,1,Burmese,1,2,1,3,5,5,5,4,1,1,2,1,5,5,5,2
1526,14,1,0,2,1,2,3,4,3,3,2,2,1,4,4,4,2,4,2
1527,4,1,0,2,1,1,3,4,4,4,4,2,1,5,2,5,5,5,1
1528,5,1,Ragdoll cross,1,2,1,3,4,5,5,4,2,1,2,3,4,3,5,1
1529,5,2,0,1,1,1,3,4,5,4,4,4,3,2,2,4,3,4,2
1530,4,2,0,2,1,1,3,5,5,5,4,1,1,3,1,5,5,5,1
1531,4,2,0,2,1,1,3,4,3,3,2,4,1,4,1,4,3,4,2
1532,19,2,0,2,2,2,1,4,3,5,5,3,1,2,1,5,5,5,2
1533,9,2,0,2,2,1,3,4,3,3,3,5,1,2,4,3,2,3,5
1534,3,2,0,2,1,1,3,3,4,1,4,2,1,3,3,4,4,4,2
1535,4,2,0,2,1,2,3,3,4,2,5,5,1,5,2,5,5,5,2
1536,9,1,0,2,1,2,3,4,3,3,2,5,1,1,5,4,2,4,4
1537,9,2,0,2,1,1,3,3,3,1,3,3,1,2,2,3,2,4,1
1538,1,1,0,2,2,1,3,5,5,4,5,1,1,4,2,5,4,5,1
1539,3,2,0,2,1,1,3,4,5,3,2,3,1,1,3,4,4,5,3
1540,6,1,0,2,1,1,3,5,4,4,4,2,1,1,2,4,4,4,2
1541,10,1,0,2,2,2,3,4,5,5,4,2,3,2,2,4,4,4,4
1542,12,1,0,2,2,2,3,4,4,3,3,4,1,2,4,5,3,4,3
1543,4,2,0,2,1,1,3,4,4,3,0,0,3,0,0,0,0,0,0
1544,3,2,0,2,1,1,3,4,4,5,5,2,1,4,3,5,5,5,1
1545,10,1,0,1,1,1,3,3,3,4,5,2,1,4,3,5,4,4,2
1546,5,2,0,2,1,1,3,4,3,5,4,3,1,3,2,5,4,5,2
1547,1,2,0,2,1,1,3,4,4,1,4,3,1,2,1,5,4,4,2
1548,5,1,0,2,1,1,3,3,4,1,4,2,1,4,1,4,3,4,2
1549,3,1,0,2,1,2,4,5,4,3,3,2,1,4,1,4,3,5,3
1550,11,2,British Shorthair,2,2,1,3,4,3,1,1,3,1,2,2,4,2,3,2
1551,7,1,0,2,2,1,2,5,4,3,5,1,1,5,2,5,5,5,1
1552,9,2,0,1,1,1,3,5,4,1,4,4,1,2,2,5,5,5,2
1553,1,1,0,2,1,1,3,5,5,3,4,4,3,4,1,4,4,3,2
1554,3,1,0,2,1,1,3,5,5,4,5,1,1,5,1,5,5,5,1
1555,6,1,0,2,2,1,3,5,1,4,5,3,1,2,1,5,4,4,2
1556,15,2,Abysinian cross,2,1,2,2,3,4,1,2,5,1,2,3,4,2,4,4
1557,3,1,0,2,2,1,3,3,3,3,5,1,1,5,1,5,5,5,1
1558,11,2,Bengal,2,1,2,4,3,3,4,3,2,1,2,1,5,4,4,2
1559,3,2,0,2,1,1,4,4,5,1,5,4,1,2,2,5,5,5,3
1560,2,2,0,1,2,1,3,5,4,3,4,3,1,3,2,4,4,5,1
1561,3,1,siamese/moggy mix,2,1,1,3,4,4,3,4,3,1,4,2,4,5,5,1
1562,6,1,0,2,1,2,3,4,3,1,2,3,1,3,3,4,2,4,4
1563,11,1,0,2,2,1,3,4,3,4,2,1,2,5,1,4,3,3,1
1564,7,2,0,2,1,1,3,4,4,5,4,2,1,2,2,5,4,4,2
1565,4,1,0,1,1,2,3,3,4,3,2,3,2,1,4,3,1,4,4
1566,3,1,0,2,2,2,3,4,4,3,3,2,1,3,2,4,3,4,2
1567,3,1,0,1,1,1,3,5,4,4,0,0,1,0,0,0,0,0,0
1568,9,2,0,2,1,1,3,4,3,3,4,3,1,4,4,5,5,5,1
1569,2,1,0,1,2,1,4,5,4,4,3,3,1,2,3,4,3,4,3
1570,2,1,0,2,1,1,3,5,5,4,5,2,1,4,1,5,5,5,1
1571,2,2,0,2,2,1,3,3,4,3,5,4,1,5,3,5,5,5,2
1572,2,2,0,1,1,2,3,4,3,3,4,4,3,1,3,2,2,3,4
1573,3,2,0,2,1,2,4,3,4,3,3,4,3,4,4,5,4,5,4
1574,3,1,Persian chinchilla,1,1,1,3,5,5,4,5,1,1,5,1,5,4,5,1
1575,14,1,0,2,1,2,3,3,4,1,3,5,1,1,1,3,1,1,5
1576,13,1,Half Ragdoll and Half Tabby,1,2,1,4,4,4,1,5,4,1,2,3,4,5,5,2
1577,3,1,0,2,1,1,3,4,4,2,0,0,1,0,0,0,0,0,0
1578,3,2,Somali,1,1,1,3,5,5,4,5,1,1,2,1,5,5,5,1
1579,20,2,0,2,2,1,2,3,3,3,4,2,1,5,1,5,3,5,1
1580,12,1,0,2,2,1,3,4,3,5,5,3,1,2,1,5,5,5,3
1581,9,2,0,2,1,1,3,3,4,1,4,3,1,2,3,5,4,5,4
1582,8,2,0,2,1,2,3,1,1,3,5,5,1,3,3,5,3,3,5
1583,3,1,0,2,1,2,3,5,5,1,2,5,4,1,5,3,2,2,4
1584,14,1,0,2,1,1,3,5,5,5,4,3,1,5,4,4,4,5,1
1585,5,2,Tuxedo,2,1,1,3,5,5,5,4,2,1,4,2,5,5,5,1
1586,6,2,Burmese blue,2,1,1,3,4,5,4,5,2,1,4,2,5,5,5,1
1587,5,2,0,2,1,2,5,4,3,3,3,2,1,4,1,5,4,4,1
1588,6,1,0,2,2,2,3,5,5,3,2,2,1,3,3,4,4,5,3
1589,11,1,Siamese,2,2,2,1,4,4,3,5,1,1,3,2,5,5,5,1
1590,11,2,0,2,1,1,2,4,3,4,4,3,1,3,4,4,3,4,2
1591,2,1,British blue,1,1,1,3,5,5,3,5,2,1,4,2,5,5,5,1
1592,2,1,0,2,1,1,3,4,5,3,4,2,2,3,2,4,4,4,3
1593,9,1,0,2,2,1,3,5,3,5,3,1,1,3,1,4,4,5,3
1594,3,1,0,2,2,1,3,4,4,5,2,4,1,2,2,4,2,4,4
1595,1,2,0,2,1,1,2,4,4,3,2,4,2,3,2,4,3,4,3
1596,8,1,0,2,2,2,4,5,5,5,3,1,1,3,1,5,5,4,1
1597,8,2,0,2,1,1,3,4,4,5,5,1,1,2,2,5,5,5,1
1598,16,2,0,2,1,1,3,4,3,3,5,2,1,3,3,5,5,5,1
1599,4,1,0,2,1,1,3,4,5,4,3,2,1,3,3,4,3,5,3
1600,5,2,0,2,1,2,3,3,4,1,5,4,3,2,2,5,5,4,2
1601,8,2,0,2,2,1,3,5,4,3,5,3,1,5,2,5,4,5,3
1602,13,2,"Mix of Maine Coon, Norwegian forest cat and domestic (she has long hair and is black, white and red))",2,2,1,3,4,4,4,3,2,1,2,1,5,3,4,2
1603,11,2,0,1,1,1,4,3,3,4,1,4,3,2,4,3,2,3,4
1604,12,1,0,2,2,1,4,5,5,5,5,1,1,5,2,4,5,5,1
1605,16,2,0,2,1,1,3,4,5,5,3,3,1,4,1,5,4,5,4
1606,9,1,0,2,1,1,4,3,3,4,4,4,1,3,2,5,5,4,3
1607,6,1,Norwegian forest cat,2,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1
1608,10,2,0,2,1,1,3,5,4,5,1,2,1,4,2,4,2,4,2
1609,11,2,0,2,1,1,4,4,4,3,1,4,2,4,2,3,2,4,3
1610,2,1,0,1,1,2,3,4,3,3,3,5,1,3,3,5,3,4,4
1611,3,1,0,2,2,1,4,5,5,3,1,2,3,4,3,4,1,4,3
1612,10,2,0,2,1,2,4,3,4,5,4,3,3,2,2,4,4,5,5
1613,5,2,0,2,1,1,3,4,4,5,4,2,1,4,2,5,4,5,1
1614,4,1,0,2,1,1,3,5,5,1,4,1,1,3,4,4,4,4,2
1615,6,2,0,1,1,1,4,2,5,2,1,5,1,1,3,4,2,4,5
1616,7,1,0,2,1,1,3,3,4,3,2,2,1,4,2,4,3,4,4
1617,3,1,0,1,1,1,3,3,3,5,2,2,3,4,4,3,2,2,4
1618,3,1,0,2,1,2,3,4,4,4,3,2,2,2,3,4,3,3,3
1619,1,2,ragdoll,2,1,1,3,5,4,4,4,2,1,4,2,4,4,4,3
1620,9,2,0,2,2,2,4,4,3,3,5,2,3,1,2,4,2,4,2
1621,2,1,0,2,1,1,3,5,4,4,4,1,3,4,2,4,4,4,2
1622,13,2,0,1,1,1,3,4,3,2,3,3,1,3,2,3,3,4,2
1623,1,2,Ragdoll/Nebelung cross ,2,1,1,3,5,4,4,3,2,3,3,2,4,4,3,3
1624,1,2,0,2,1,1,3,4,3,1,4,3,1,4,3,4,5,4,3
1625,4,1,0,2,1,1,3,4,5,5,3,2,1,4,2,5,5,5,1
1626,2,2,0,2,1,1,3,4,4,3,2,2,1,2,2,5,3,4,4
1627,6,1,0,2,1,1,3,5,4,5,5,2,1,4,3,5,5,5,2
1628,13,2,0,2,2,1,3,1,1,5,2,4,1,2,1,5,4,5,3
1629,5,1,0,2,2,2,4,5,5,3,2,3,1,2,3,5,2,5,3
1630,3,2,0,2,1,1,3,5,4,3,5,5,1,2,4,5,5,5,4
1631,1,1,Ragdoll,1,1,2,3,4,5,3,4,3,1,4,3,5,4,4,3
1632,3,2,0,2,1,1,3,5,5,1,5,2,1,5,2,4,4,4,1
1633,3,1,Bengal/ragdoll,2,1,1,3,4,3,4,4,4,1,3,2,5,2,5,4
1634,1,1,Moggie,1,2,1,3,4,4,3,3,4,1,3,2,5,3,4,4
1635,1,1,moggy,1,1,1,3,4,4,1,0,0,1,0,0,0,0,0,0
1636,6,2,0,2,1,1,3,4,4,5,2,2,1,2,1,4,4,5,2
1637,5,1,0,2,1,1,4,4,4,4,2,3,1,2,2,5,5,4,4
1638,5,1,Russian Blue,2,1,1,4,4,4,5,2,3,1,1,3,4,4,5,4
1639,3,1,0,2,1,1,3,5,3,4,4,2,1,4,1,5,4,5,3
1640,8,2,0,2,1,1,3,5,4,3,4,2,1,4,3,4,4,5,2
1641,4,1,0,1,1,2,4,5,4,4,2,4,3,4,2,3,1,4,4
1642,8,2,0,2,1,1,4,4,4,3,2,2,1,3,2,4,5,5,4
1643,9,1,0,2,2,1,4,5,3,1,5,1,1,5,1,5,4,5,1
1644,5,2,0,2,1,1,4,2,3,3,2,2,3,4,2,3,1,4,2
1645,6,1,0,2,1,1,4,4,3,3,5,1,1,3,1,5,5,5,2
1646,5,1,0,2,1,1,4,5,5,5,4,2,1,4,1,5,4,5,1
1647,12,1,0,2,2,1,3,1,2,1,4,3,1,2,2,5,4,4,3
1648,8,1,0,2,1,2,4,5,4,3,4,2,1,5,1,5,5,5,1
1649,5,1,0,2,1,1,3,5,5,1,4,2,1,3,2,5,3,5,1
1650,3,2,0,2,1,1,3,5,4,3,3,1,1,4,2,5,5,4,1
