,How old is your cat (years)?,Is your cat male or female?,Other (please specify).1,Does your cat have access to the outdoors?,Does your cat have any existing medical conditions?,Does your cat display any behavioural problems,How would you describe your cat's weight?,My cat is keen to explore new things in his/her environment,My cat is playful,My cat is vocal when around people,My cat is comfortable being picked up,My cat is timid,"My cat behaves aggressively (i.e. growls, hisses, bites and swipes with claws) towards me when I stroke him/her",My cat is quick to settle and to adapt to change,"My cat would prefer to be left alone, rather than be with people",My cat likes being stroked,My cat is very tolerant to being handled,My cat is friendly,My cat is fearful
149,8,Female,0,No,No,No,Overweight,Occasionally,Occasionally,Usually,Strongly agree,Disagree,Never,Agree,Strongly disagree,Agree,Agree,Agree,Disagree
150,7,Female,0,No,No,Yes,Normal,Occasionally,Usually,Always,Neither agree nor disagree,Neither agree nor disagree,Never,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Disagree
151,7,Male,0,Yes,Yes,Yes,Overweight,Occasionally,Occasionally,Never,Strongly agree,Strongly agree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
152,10,Female,0,Yes,No,No,Normal,Usually,Occasionally,Never,Neither agree nor disagree,Agree,Once,Disagree,Agree,Agree,Disagree,Agree,Disagree
153,1,Male,0,Yes,No,No,Normal,Always,Always,Usually,Agree,Disagree,Never,Agree,Strongly disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree
154,8,Female,0,Yes,No,Yes,Normal,Never,Occasionally,Usually,Agree,Strongly agree,Never,Disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree
155,17,Female,0,Yes,Yes,No,Normal,Occasionally,Occasionally,Usually,Strongly agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Agree,Disagree
156,14,Male,0,Yes,Yes,No,Normal,Occasionally,Occasionally,Always,Strongly agree,Disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
157,5,Female,0,Yes,Yes,Yes,Normal,Usually,Usually,Occasionally,Strongly agree,Agree,Never,Agree,Disagree,Strongly agree,Agree,Agree,Agree
158,11,Male,0,Yes,No,No,Normal,Usually,Occasionally,Usually,Disagree,Agree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
159,5,Female,British shorthair ,No,No,No,Normal,Always,Usually,Occasionally,Neither agree nor disagree,Disagree,Never,Disagree,Disagree,Agree,Agree,Agree,Disagree
160,8,Female,Russian blue,Yes,No,No,Overweight,Occasionally,Occasionally,Occasionally,Disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree
161,8,Male,0,Yes,No,No,Normal,Usually,Usually,Never,Neither agree nor disagree,Disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree
162,13,Male,Stray tabby,No,No,No,Underweight,Always,Usually,Always,Neither agree nor disagree,Neither agree nor disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
163,9,Female,0,Yes,No,Yes,Overweight,Occasionally,Usually,Occasionally,Strongly disagree,Neither agree nor disagree,Once,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree
164,3,Female,0,Yes,No,No,Normal,Always,Always,Occasionally,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
165,11,Male,Burmese,Yes,Yes,No,Normal,Always,Occasionally,Usually,Strongly agree,Strongly disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
166,5,Male,0,Yes,No,No,Normal,Always,Usually,Usually,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
167,4,Female,0,Yes,No,No,Normal,Usually,Usually,Usually,Strongly agree,Agree,Once,Agree,Disagree,Agree,Agree,Agree,Agree
168,2,Female,0,Yes,No,No,Normal,Usually,Usually,Usually,Disagree,Neither agree nor disagree,Never,Agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
169,14,Female,0,Yes,No,Yes,Normal,Always,Always,Always,Disagree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
170,8,Male,0,No,No,No,Overweight,Usually,Usually,Occasionally,Agree,Strongly disagree,Once,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly disagree
171,7,Female,maine coon,Yes,Yes,No,Normal,Occasionally,Occasionally,Once,Agree,Agree,Never,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
172,9,Male,0,Yes,No,Yes,Overweight,Usually,Occasionally,Occasionally,Agree,Agree,Occasionally,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree
173,14,Male,0,Yes,Yes,No,Normal,Usually,Usually,Always,Strongly agree,Disagree,Never,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
174,1,Male,0,Yes,Yes,No,Normal,Usually,Always,Always,Agree,Neither agree nor disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
175,8,Female,0,No,No,Yes,Overweight,Usually,Usually,Usually,Strongly agree,Neither agree nor disagree,Never,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree
176,9,Male,0,Yes,Yes,No,Normal,Usually,Usually,Usually,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
177,5,Female,0,Yes,No,No,Overweight,Always,Usually,Always,Agree,Agree,Occasionally,Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree
178,12,Female,0,Yes,Yes,No,Normal,Always,Usually,Occasionally,0,0,Never,0,0,0,0,0,0
179,7,Male,British Shorthair Classic Red Tabby,No,Yes,No,Normal,Usually,Occasionally,Occasionally,Neither agree nor disagree,Agree,Always,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree
180,9,Female,"appears to be russian blue, korat type",Yes,Yes,No,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
181,5,Female,Bombay,No,No,No,Normal,Usually,Usually,Occasionally,Strongly agree,Strongly disagree,Never,Neither agree nor disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree
182,7,Male,0,No,No,No,Normal,Usually,Usually,Usually,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
183,9,Male,0,Yes,No,No,Normal,Usually,Usually,Always,Agree,Disagree,Never,Disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Disagree
184,13,Female,0,Yes,No,Yes,Overweight,Occasionally,Occasionally,Always,Neither agree nor disagree,Agree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree
185,7,Female,0,Yes,No,No,Normal,Always,Always,Always,Agree,Strongly disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree
186,5,Female,0,Yes,No,Yes,Normal,Occasionally,Occasionally,Usually,Disagree,Disagree,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree
187,6,Male,0,Yes,No,Yes,Normal,Always,Occasionally,Never,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
188,6,Male,0,Yes,No,No,Normal,Usually,Occasionally,Never,Disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Disagree
189,9,Female,0,Yes,Yes,No,Normal,Always,Usually,Always,Strongly agree,Agree,Never,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
190,4,Male,0,No,No,Yes,Normal,Usually,Occasionally,Occasionally,0,0,Never,0,0,0,0,0,0
191,2,Female,Ragdoll,Yes,Yes,No,Normal,Usually,Usually,Once,Neither agree nor disagree,Agree,Never,Agree,Disagree,Strongly agree,Strongly agree,Agree,Agree
192,5,Female,0,No,No,No,Normal,Usually,Occasionally,Occasionally,Agree,Neither agree nor disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree
193,1,Male,Modern siamese cat,No,No,No,Normal,Always,Always,Always,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
194,9,Male,0,No,Yes,No,Normal,Occasionally,Usually,Always,Strongly agree,Disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
195,2,Female,0,Yes,No,No,Normal,Always,Always,Usually,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
196,17,Male,0,No,Yes,No,Underweight,Usually,Occasionally,Usually,Strongly agree,Strongly disagree,Never,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
197,4,Female,0,Yes,No,No,Normal,Always,Usually,Occasionally,Agree,Disagree,Occasionally,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree
198,24,Male,0,Yes,No,Yes,Underweight,Occasionally,Occasionally,Occasionally,Strongly agree,Agree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Disagree
199,2,Male,0,No,No,Yes,Normal,Occasionally,Usually,Occasionally,Agree,Strongly agree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree
200,4,Male,0,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
201,10,Female,0,Yes,No,No,Overweight,Usually,Usually,Usually,Agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
202,5,Male,0,Yes,No,No,Normal,Always,Usually,Always,Strongly agree,Strongly disagree,Never,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
203,5,Male,0,Yes,No,No,Overweight,Always,Always,Always,Agree,Disagree,Occasionally,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
204,5,Male,0,No,No,No,Normal,Always,Usually,Usually,Agree,Disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
205,6,Female,Persian,No,Yes,No,Underweight,Always,Usually,Never,Agree,Strongly agree,Never,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree
206,5,Female,0,Yes,No,Yes,Underweight,Usually,Usually,Always,Agree,Disagree,Never,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree
207,18,Female,0,Yes,Yes,No,Normal,Usually,Usually,Occasionally,Strongly agree,Disagree,Never,Disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly disagree
208,2,Male,0,Yes,Yes,Yes,Normal,Always,Always,Never,Strongly agree,Agree,Never,Agree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Agree
209,14,Male,Bermese ,Yes,No,No,Overweight,Occasionally,Occasionally,Occasionally,Strongly agree,Agree,Never,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree
210,5,Male,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
211,12,Female,0,No,No,No,Normal,Usually,Usually,Usually,Disagree,Neither agree nor disagree,Never,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Agree
212,11,Male,Maine coon,Yes,No,No,Normal,Always,Always,Usually,Strongly agree,Neither agree nor disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree
213,1,Male,British longhair ,Yes,No,No,Normal,Always,Usually,Occasionally,Agree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
214,8,Female,0,Yes,Yes,No,Normal,Usually,Always,Always,Strongly agree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
215,19,Female,0,Yes,Yes,No,Underweight,Occasionally,Occasionally,Occasionally,Neither agree nor disagree,Strongly disagree,Never,Agree,Disagree,Agree,Agree,Agree,Strongly disagree
216,4,Male,0,Yes,No,No,Normal,Always,Always,Always,Disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly disagree
217,3,Male,0,Yes,No,No,Normal,Always,Always,Always,Disagree,Neither agree nor disagree,Never,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Disagree
218,8,Male,0,Yes,No,Yes,Normal,Always,Always,Usually,Strongly agree,Neither agree nor disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree
219,15,Male,0,Yes,No,Yes,Normal,Usually,Occasionally,Occasionally,Agree,Agree,Never,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Agree
220,4,Male,0,Yes,No,No,Normal,Usually,Always,Always,Disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree
221,2,Male,Devon Rex,Yes,No,No,Normal,Always,Always,Always,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
222,8,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,Agree,Disagree,Never,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Disagree
223,6,Male,tabby,Yes,No,No,Normal,Usually,Occasionally,Usually,Agree,Strongly disagree,Occasionally,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
224,7,Male,0,Yes,No,No,Normal,Always,Always,Usually,Strongly agree,Strongly disagree,Never,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
225,12,Male,Siamese cross,Yes,Yes,Yes,Normal,Usually,Occasionally,Always,Strongly agree,Agree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree
226,13,Female,0,Yes,Yes,No,Underweight,Usually,Occasionally,Occasionally,Agree,Disagree,Never,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
227,8,Female,0,Yes,No,No,Normal,Usually,Usually,Occasionally,Strongly agree,Neither agree nor disagree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Disagree
228,3,Male,0,No,No,No,Normal,Usually,Always,Always,Strongly disagree,Disagree,Never,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree
229,4,Female,0,Yes,No,No,Normal,Always,Occasionally,Usually,Strongly agree,Disagree,Never,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Strongly disagree
230,9,Female,Burmeese,Yes,No,No,Normal,Usually,Occasionally,Never,Agree,Disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
231,8,Male,0,Yes,No,No,Overweight,Usually,Usually,Occasionally,0,0,Occasionally,0,0,0,0,0,0
232,19,Male,0,Yes,Yes,Yes,Normal,Never,Occasionally,Occasionally,Agree,Disagree,Never,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree
233,14,Female,0,Yes,No,No,Overweight,Occasionally,Occasionally,Never,Neither agree nor disagree,Neither agree nor disagree,Never,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree
234,8,Female,0,Yes,Yes,No,Normal,Usually,Always,Occasionally,Agree,Strongly disagree,Never,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree
235,6,Female,0,Yes,No,No,Overweight,Always,Occasionally,Occasionally,Neither agree nor disagree,Disagree,Never,Agree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree
236,9,Female,0,Yes,Yes,No,Normal,Usually,Usually,Occasionally,Agree,Disagree,Never,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree
237,2,Male,0,Yes,No,No,Normal,Always,Occasionally,Occasionally,0,0,Never,0,0,0,0,0,0
238,2,Female,0,Yes,No,No,Normal,Usually,Occasionally,Once,Strongly agree,Strongly agree,Never,Agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree
239,16,Female,0,Yes,Yes,Yes,Overweight,Usually,Occasionally,Usually,Strongly disagree,Disagree,Never,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree
240,6,Male,Ragdoll ,Yes,No,No,Normal,Usually,Usually,Occasionally,Agree,Disagree,Never,Neither agree nor disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree
241,14,Female,Moggy. Tabby,Yes,Yes,Yes,Normal,Always,Occasionally,Usually,Strongly agree,Disagree,Never,Agree,Strongly disagree,Strongly agree,Agree,Agree,Neither agree nor disagree
242,14,Male,0,Yes,Yes,No,Normal,Usually,Usually,Usually,Strongly agree,Neither agree nor disagree,Never,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree
243,9,Female,Ragdoll,Yes,No,No,Normal,Usually,Occasionally,Never,0,0,Never,0,0,0,0,0,0
244,10,Male,0,Yes,No,No,Normal,Usually,Occasionally,Usually,Disagree,Disagree,Once,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree
245,4,Male,0,Yes,No,No,Normal,Usually,Occasionally,Once,Neither agree nor disagree,Agree,Once,Disagree,Agree,Agree,Agree,Agree,Disagree
246,10,Male,0,Yes,No,No,Normal,Always,Always,Occasionally,Agree,Disagree,Never,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree
247,10,Male,0,Yes,No,No,Overweight,Usually,Occasionally,Occasionally,Strongly agree,Neither agree nor disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree
248,4,Male,0,Yes,No,No,Normal,Occasionally,Usually,Occasionally,Disagree,Strongly agree,Never,Disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree
249,8,Female,0,Yes,No,No,Overweight,Always,Always,Usually,Disagree,Disagree,Never,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
250,12,Male,0,Yes,Yes,No,Normal,Once,Occasionally,Occasionally,Agree,Disagree,Never,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree
251,8,Female,0,Yes,Yes,No,Normal,Always,Usually,Usually,Strongly agree,Strongly disagree,Never,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree
252,4,Male,0,Yes,No,No,Normal,Always,Occasionally,Occasionally,Agree,Strongly disagree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Disagree
253,1,Male,0,Yes,No,No,Normal,Always,Usually,Occasionally,Agree,Agree,Never,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree
