index,cat_age,cat_gender,breed,needs_outdoor,medical_conditions,behavioural_problems,cat_weight,likes_to_explore,playful,vocal,picked_up,timid,aggressive,adapts_quickly,prefers_alone,likes_stroke,tolerant_handled,friendly,fearful,adopter_gender,adopter_age,other_cats,outdoor_access,worries,easily_nervous,remains_calm,talkative,outgoing,reserved,new_ideas,values_artistic,active_imagination,rude,forgiving,considerate,thorough job,lazy,efficient,satisf_level
166,5,1,0,2,1,1,3,5,4,4,5,2,1,4,2,5,5,5,1,2,3,0.0,2,3,2,4,5,3,1,5,5,5,2,4,5,5,2,4,1.0
167,4,2,0,2,1,1,3,4,4,4,5,4,2,4,2,4,4,4,4,2,3,0.0,2,2,2,4,5,4,3,5,5,5,3,5,4,5,1,4,0.9
168,2,2,0,2,1,1,3,4,4,4,2,3,1,4,1,5,3,5,3,2,2,0.0,2,4,2,5,5,5,2,4,4,3,3,2,2,5,1,5,0.95
169,14,2,0,2,1,2,3,5,5,5,2,1,1,4,1,5,4,5,1,2,5,1.0,2,5,5,2,4,2,4,4,3,4,4,2,4,5,4,5,1.0
170,8,1,0,1,1,1,4,4,4,3,4,1,2,4,3,4,4,4,1,2,3,2.0,1,4,4,2,3,2,4,2,3,4,3,2,4,2,5,3,0.9
171,7,2,maine coon,2,2,1,3,3,3,2,4,4,1,3,3,3,3,4,3,2,5,1.0,2,1,2,4,4,4,3,3,4,3,4,3,4,4,3,4,0.9
172,9,1,0,2,1,2,4,4,3,3,4,4,3,4,4,4,2,4,3,2,2,0.0,2,4,4,4,2,2,4,2,3,4,2,2,4,4,4,4,0.9
173,14,1,0,2,2,1,3,4,4,5,5,2,1,2,1,5,5,5,2,2,3,0.0,2,4,4,4,3,3,3,5,5,5,2,3,4,4,3,3,1.0
174,1,1,0,2,2,1,3,4,5,5,4,3,1,3,1,5,5,5,1,1,2,1.0,2,3,3,5,1,2,5,5,2,5,3,5,5,4,1,5,1.0
175,8,2,0,1,1,2,4,4,4,4,5,3,1,2,1,4,4,4,2,2,3,0.0,1,5,5,2,3,1,5,3,4,5,1,4,5,1,5,3,0.95
176,9,1,0,2,2,1,3,4,4,4,4,2,1,4,2,5,5,5,1,2,2,1.0,2,3,4,4,4,4,4,3,4,3,2,4,4,4,2,4,1.0
177,5,2,0,2,1,1,4,5,4,5,4,4,3,2,2,4,4,4,3,2,2,1.0,2,3,3,4,4,4,4,5,5,5,4,3,4,4,4,5,0.9
179,7,1,British Shorthair Classic Red Tabby,1,2,1,3,4,3,3,3,4,5,2,3,3,4,4,3,2,5,0.0,1,1,4,4,5,4,2,3,3,2,3,2,4,5,4,5,0.9
180,9,2,"appears to be russian blue, korat type",2,2,1,3,5,5,5,5,1,1,4,3,5,5,5,1,2,2,2.0,2,5,2,4,2,3,4,5,5,5,2,1,5,5,1,5,1.0
181,5,2,Bombay,1,1,1,3,4,4,3,5,1,1,3,2,4,5,5,1,2,4,1.0,1,3,2,4,5,5,1,3,3,4,4,4,4,3,2,3,1.0
182,7,1,0,1,1,1,3,4,4,4,5,2,1,4,1,5,5,5,2,1,4,2.0,1,5,5,5,3,1,3,3,1,1,3,5,5,5,1,5,1.0
183,9,1,0,2,1,1,3,4,4,5,4,2,1,2,2,4,3,5,2,2,3,0.0,2,3,3,3,3,3,3,5,5,5,3,4,4,4,4,3,1.0
184,13,2,0,2,1,2,4,3,3,5,3,4,1,3,3,5,3,3,4,1,2,0.0,2,4,3,4,3,2,5,4,4,3,4,2,2,5,2,4,1.0
185,7,2,0,2,1,1,3,5,5,5,4,1,1,3,3,4,4,5,3,1,6,0.0,2,5,5,3,3,3,3,5,5,5,5,5,5,5,1,5,1.0
186,5,2,0,2,1,2,3,3,3,4,2,2,3,3,3,4,3,3,2,2,1,0.0,2,5,4,3,4,3,4,4,3,4,2,4,4,5,4,5,0.85
187,6,1,0,2,1,2,3,5,3,1,4,2,1,3,2,5,4,5,2,2,4,2.0,2,5,5,5,3,1,5,5,5,5,2,2,5,4,4,4,1.0
188,6,1,0,2,1,1,3,4,3,1,2,3,1,3,4,4,2,4,2,1,4,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
189,9,2,0,2,2,1,3,5,4,5,5,4,1,5,2,5,5,5,1,1,5,0.0,2,3,2,4,3,4,4,4,4,4,2,4,4,5,4,4,1.0
191,2,2,Ragdoll,2,2,1,3,4,4,2,3,4,1,4,2,5,5,4,4,2,2,0.0,2,4,4,4,3,4,4,4,4,4,4,4,4,3,1,4,1.0
192,5,2,0,1,1,1,3,4,3,3,4,3,1,4,1,5,4,4,2,2,2,1.0,1,4,3,4,4,4,2,4,5,4,3,3,5,4,4,4,0.95
193,1,1,Modern siamese cat,1,1,1,3,5,5,5,5,2,1,4,1,5,5,5,2,1,1,0.0,1,5,4,2,4,3,4,4,4,5,1,4,4,4,3,5,0.95
194,9,1,0,1,2,1,3,3,4,5,5,2,1,5,1,5,5,5,3,2,2,1.0,1,4,5,3,1,2,4,2,4,4,2,3,4,4,2,4,1.0
195,2,2,0,2,1,1,3,5,5,4,4,2,1,3,2,5,5,5,1,1,3,0.0,2,3,2,4,4,4,4,5,4,4,2,5,4,5,2,4,1.0
196,17,1,0,1,2,1,2,4,3,4,5,1,1,1,1,5,5,5,1,2,4,0.0,1,5,5,2,3,1,5,3,5,5,1,5,5,4,5,5,1.0
197,4,2,0,2,1,1,3,5,4,3,4,2,3,4,2,4,4,5,1,2,2,1.0,2,4,3,2,1,2,3,4,3,3,2,3,4,4,2,4,0.85
198,24,1,0,2,1,2,2,3,3,3,5,4,1,3,2,4,4,4,2,2,3,0.0,2,4,3,4,4,2,4,3,5,4,3,4,5,5,4,5,1.0
199,2,1,0,1,1,2,3,3,4,3,4,5,1,3,3,4,4,4,5,2,1,1.0,1,2,4,4,4,3,5,4,3,4,4,2,4,5,1,4,1.0
200,4,1,0,2,1,1,3,5,5,5,5,2,1,3,1,5,5,5,2,2,2,1.0,2,1,5,1,3,2,4,1,2,5,4,4,5,4,1,5,1.0
201,10,2,0,2,1,1,4,4,4,4,4,2,1,4,1,5,5,5,1,2,3,2.0,2,5,3,5,4,4,3,5,4,5,2,3,3,5,4,4,0.9
202,5,1,0,2,1,1,3,5,4,5,5,1,1,2,5,5,5,5,1,2,3,4.0,2,4,5,3,3,5,2,4,5,5,1,1,5,5,1,5,1.0
203,5,1,0,2,1,1,4,5,5,5,4,2,3,1,2,4,3,3,5,2,1,0.0,2,5,5,3,2,1,5,3,3,3,5,5,5,2,3,3,1.0
204,5,1,0,1,1,1,3,5,4,4,4,2,1,5,1,5,5,5,2,2,2,1.0,1,3,3,3,2,2,5,4,4,4,2,4,4,4,2,4,0.7
205,6,2,Persian,1,2,1,2,5,4,1,4,5,1,4,3,4,2,4,3,2,2,0.0,1,3,2,4,4,4,2,4,2,4,2,4,4,5,1,4,1.0
206,5,2,0,2,1,2,2,4,4,5,4,2,1,4,1,4,5,5,3,2,2,1.0,2,4,2,4,5,4,2,4,4,4,2,2,4,3,4,3,0.8
207,18,2,0,2,2,1,3,4,4,3,5,2,1,2,3,4,5,4,1,2,3,2.0,2,4,4,3,3,4,4,4,4,4,3,4,5,5,1,5,1.0
208,2,1,0,2,2,2,3,5,5,1,5,4,1,4,1,4,3,4,4,2,3,0.0,2,2,4,2,4,5,1,5,3,3,5,5,2,4,4,4,0.85
209,14,1,Bermese ,2,1,1,4,3,3,3,5,4,1,2,4,3,4,3,4,2,3,1.0,2,1,3,3,5,5,1,3,4,2,4,4,3,5,2,4,0.85
210,5,1,0,2,1,1,3,4,4,3,3,3,1,3,1,5,4,5,3,2,4,0.0,2,3,3,4,2,2,5,3,5,3,1,4,4,4,2,4,1.0
211,12,2,0,1,1,1,3,4,4,4,2,3,1,2,3,5,2,5,4,2,1,3.0,1,4,4,5,3,4,4,4,3,4,1,5,5,4,2,4,0.9
212,11,1,Maine coon,2,1,1,3,5,5,4,5,3,1,4,1,5,5,5,3,2,2,0.0,2,4,3,5,2,3,1,4,4,4,1,5,5,4,3,3,1.0
213,1,1,British longhair ,2,1,1,3,5,4,3,4,2,1,3,1,5,4,5,1,2,5,1.0,2,4,4,5,2,2,4,4,5,4,1,2,5,5,1,5,0.9
214,8,2,0,2,2,1,3,4,5,5,5,2,1,4,2,5,5,5,1,2,2,0.0,2,5,5,2,2,2,4,4,5,4,3,3,4,3,4,3,0.9
215,19,2,0,2,2,1,2,3,3,3,3,1,1,4,2,4,4,4,1,2,4,2.0,2,2,2,5,3,3,3,2,4,2,3,4,4,5,1,5,1.0
216,4,1,0,2,1,1,3,5,5,5,2,3,1,3,3,4,2,4,1,1,4,0.0,2,4,4,2,3,2,4,4,3,4,2,4,4,4,4,4,0.85
217,3,1,0,2,1,1,3,5,5,5,2,3,1,2,1,5,4,4,2,1,4,0.0,2,5,5,5,4,4,5,4,5,5,1,5,5,5,4,5,0.9
218,8,1,0,2,1,2,3,5,5,4,5,3,1,3,3,5,4,5,3,2,3,0.0,2,1,1,5,5,5,1,5,5,5,1,5,5,5,1,5,1.0
219,15,1,0,2,1,2,3,4,3,3,4,4,1,2,3,4,3,5,4,2,4,1.0,2,4,3,5,4,4,1,4,5,4,1,4,5,5,5,5,1.0
220,4,1,0,2,1,1,3,4,5,5,2,3,1,3,2,5,3,4,3,2,2,0.0,2,4,4,3,5,5,2,5,4,3,2,4,5,4,3,5,1.0
221,2,1,Devon Rex,2,1,1,3,5,5,5,5,1,1,5,1,5,5,5,1,2,4,6.0,2,3,5,4,2,2,5,2,5,5,3,5,4,4,3,4,1.0
222,8,1,0,2,1,1,3,5,4,3,4,2,1,4,3,4,5,5,2,2,1,1.0,2,5,4,3,2,3,4,5,5,5,2,4,4,5,1,5,1.0
223,6,1,tabby,2,1,1,3,4,3,4,4,1,3,5,3,5,5,5,1,2,2,5.0,2,5,4,4,4,4,3,3,5,5,1,4,5,5,1,5,1.0
224,7,1,0,2,1,1,3,5,5,4,5,1,1,4,1,5,5,5,1,2,2,1.0,2,5,4,2,4,4,4,2,5,4,1,1,5,5,4,4,1.0
225,12,1,Siamese cross,2,2,2,3,4,3,5,5,4,1,3,1,5,5,3,4,2,2,0.0,2,4,2,2,5,5,1,3,3,5,4,2,4,5,3,4,0.9
226,13,2,0,2,2,1,2,4,3,3,4,2,1,3,1,5,5,5,2,2,5,0.0,2,3,2,4,4,4,3,4,4,4,3,3,4,5,4,4,0.95
227,8,2,0,2,1,1,3,4,4,3,5,3,1,3,2,4,4,4,2,2,3,1.0,2,4,4,4,3,3,4,4,3,4,3,2,3,5,2,4,0.85
228,3,1,0,1,1,1,3,4,5,5,1,2,1,2,2,4,1,4,4,2,4,2.0,1,5,4,3,2,2,4,2,4,3,2,2,4,3,1,3,0.85
229,4,2,0,2,1,1,3,5,3,4,5,2,1,4,3,5,4,5,1,2,4,0.0,2,4,3,4,4,4,4,4,5,5,4,4,5,4,2,3,1.0
230,9,2,Burmeese,2,1,1,3,4,3,1,4,2,1,5,1,5,5,5,1,2,1,0.0,2,3,2,4,4,4,4,4,4,4,2,5,5,4,4,4,1.0
232,19,1,0,2,2,2,3,1,3,3,4,2,1,4,2,5,4,5,2,2,4,6.0,2,3,3,4,4,4,1,4,4,4,3,4,4,5,1,4,1.0
233,14,2,0,2,1,1,4,3,3,1,3,3,1,3,3,3,3,3,1,2,4,0.0,2,5,4,2,3,2,3,1,3,3,3,3,4,4,3,4,0.8
234,8,2,0,2,2,1,3,4,5,3,4,1,1,5,2,4,4,4,1,2,3,0.0,2,2,3,4,4,2,4,2,5,5,1,4,4,4,3,4,1.0
235,6,2,0,2,1,1,4,5,3,3,3,2,1,4,2,5,3,5,2,2,2,1.0,2,2,2,4,5,5,1,4,4,4,3,4,5,5,3,5,1.0
236,9,2,0,2,2,1,3,4,4,3,4,2,1,2,2,5,5,4,3,2,2,0.0,2,3,4,3,4,3,4,3,4,3,3,4,4,4,4,4,1.0
238,2,2,0,2,1,1,3,4,3,2,5,5,1,4,3,5,4,3,5,2,2,1.0,2,4,4,2,5,5,1,5,4,5,1,5,5,4,4,5,0.95
239,16,2,0,2,2,2,4,4,3,4,1,2,1,1,3,3,2,4,2,2,4,2.0,2,4,4,3,4,1,2,2,3,3,1,4,5,3,1,4,0.9
240,6,1,Ragdoll ,2,1,1,3,4,4,3,4,2,1,3,2,4,5,5,2,2,2,2.0,2,5,5,5,5,5,2,3,4,3,1,5,5,5,2,4,1.0
241,14,2,Moggy. Tabby,2,2,2,3,5,3,4,5,2,1,4,1,5,4,4,3,2,4,0.0,2,2,1,4,5,5,1,5,5,5,1,4,5,5,1,5,1.0
244,10,1,0,2,1,1,3,4,3,4,2,2,2,2,2,4,4,5,2,2,1,2.0,2,5,3,5,4,3,4,3,5,4,2,4,5,5,4,4,0.95
245,4,1,0,2,1,1,3,4,3,2,3,4,2,2,4,4,4,4,2,2,1,1.0,2,3,5,2,5,5,3,2,4,2,4,5,5,4,4,4,1.0
246,10,1,0,2,1,1,3,5,5,3,4,2,1,4,4,4,4,5,1,2,3,0.0,2,5,2,1,5,5,1,5,5,5,2,4,5,5,2,4,1.0
247,10,1,0,2,1,1,4,4,3,3,5,3,1,4,2,5,5,4,3,2,4,0.0,2,4,3,3,5,3,2,3,5,4,4,4,5,3,3,4,1.0
248,4,1,0,2,1,1,3,3,4,3,2,5,1,2,3,5,4,4,4,2,2,0.0,2,4,4,2,4,4,4,4,2,5,3,4,3,4,4,2,0.75
249,8,2,0,2,1,1,4,5,5,4,2,2,1,4,2,5,5,5,2,2,3,1.0,2,4,2,2,4,4,4,3,1,5,1,2,3,5,4,4,1.0
250,12,1,0,2,2,1,3,2,3,3,4,2,1,4,2,4,4,5,1,2,4,3.0,2,5,4,5,3,3,5,4,3,3,2,4,4,4,4,5,1.0
251,8,2,0,2,2,1,3,5,4,4,5,1,1,5,1,5,5,5,2,0,2,1.0,2,3,3,5,3,3,3,5,4,5,2,3,5,5,3,5,1.0
253,1,1,0,2,1,1,3,5,4,3,4,4,1,3,2,4,4,4,3,2,5,5.0,2,5,5,3,4,3,2,4,5,5,1,3,4,5,4,4,1.0
254,9,1,0,2,1,1,4,5,4,4,3,2,1,4,2,4,4,4,2,2,3,0.0,2,5,4,4,4,4,4,4,4,4,4,5,4,4,3,4,0.9
255,16,1,0,2,1,1,3,3,3,1,4,4,1,4,2,4,4,5,2,2,1,2.0,2,5,4,2,4,5,4,4,4,4,1,5,5,5,1,5,0.95
256,12,1,0,2,1,2,3,4,5,3,2,2,1,4,2,5,5,5,2,1,6,0.0,2,2,1,5,2,2,4,5,3,5,4,1,4,5,2,5,0.95
257,8,2,0,2,1,2,3,4,4,1,2,3,1,3,4,4,2,4,2,2,4,4.0,2,1,2,5,4,5,2,4,5,4,2,2,4,4,2,4,0.95
258,2,1,0,1,1,1,3,4,4,3,4,4,1,4,3,3,4,5,4,2,2,0.0,1,4,4,5,4,4,4,4,3,4,3,4,5,5,2,5,0.95
259,1,1,0,2,1,1,3,5,4,3,4,2,1,3,2,4,4,4,2,2,4,0.0,2,2,3,4,4,3,2,4,3,3,2,3,4,4,3,4,1.0
260,12,2,siamese,2,2,1,3,2,2,4,5,1,1,3,2,5,5,5,1,2,4,1.0,2,4,4,4,3,3,4,2,3,4,3,4,4,3,4,3,1.0
261,2,2,0,2,1,1,3,5,5,5,4,2,1,4,3,4,5,5,1,2,3,1.0,2,3,4,3,2,2,4,4,5,4,4,3,5,5,1,4,1.0
262,6,2,0,2,2,1,3,4,3,3,5,2,2,4,2,5,5,5,2,2,2,1.0,2,4,2,4,2,4,4,4,5,4,4,5,5,5,4,5,1.0
263,5,2,0,1,2,1,3,5,4,4,4,2,2,5,3,4,3,4,2,2,2,0.0,1,5,5,1,4,2,4,3,4,4,2,3,4,5,4,4,0.85
264,18,2,0,2,2,2,2,3,3,4,2,2,1,5,2,5,4,5,1,2,3,0.0,2,1,4,5,4,4,2,4,3,4,4,4,4,4,2,4,1.0
266,3,2,0,2,1,1,3,5,3,4,4,4,1,3,2,5,4,5,2,2,2,1.0,2,4,2,5,5,5,2,3,4,3,1,5,5,5,4,5,1.0
267,12,1,0,2,1,1,3,3,3,5,5,2,1,2,5,5,5,5,1,2,4,2.0,2,3,2,4,4,4,3,3,4,4,3,3,4,4,2,4,0.95
268,11,2,0,2,2,1,4,3,3,3,5,3,1,2,4,5,3,3,3,2,3,1.0,2,5,4,3,3,4,4,3,2,5,4,2,4,4,4,3,0.95
269,8,2,0,2,1,1,3,4,3,3,2,2,1,2,2,4,3,4,2,2,2,0.0,2,4,3,5,1,1,5,4,4,4,2,5,5,5,1,4,0.9
270,5,2,0,2,1,1,3,5,4,4,4,2,1,2,2,4,4,4,2,2,4,0.0,2,2,1,5,4,4,4,4,4,4,2,2,4,5,1,4,1.0
271,11,1,0,2,1,1,4,4,3,2,5,3,1,5,3,5,5,5,1,2,2,2.0,2,5,4,3,4,4,2,4,3,2,4,3,5,5,2,5,0.95
272,11,2,0,2,1,1,3,3,4,1,4,5,1,2,4,5,5,5,3,2,2,1.0,2,5,5,5,4,5,2,5,2,5,4,3,4,5,4,5,1.0
273,7,2,0,2,1,1,3,5,1,5,5,2,1,5,3,5,5,5,1,1,6,0.0,2,3,3,5,5,5,5,5,5,5,5,5,5,3,2,2,1.0
274,3,1,0,2,1,1,4,4,5,4,5,4,1,3,2,5,5,5,3,1,4,5.0,2,4,4,3,2,2,4,4,3,4,4,4,3,5,2,4,1.0
275,2,1,0,2,1,1,3,5,4,3,4,2,1,3,2,5,4,5,2,2,3,1.0,2,2,2,4,4,4,1,4,4,3,1,3,4,4,4,4,1.0
276,8,2,0,2,1,1,3,5,5,3,2,2,1,5,3,5,4,5,2,1,4,1.0,2,2,1,5,4,4,4,3,2,5,4,4,2,5,4,5,1.0
277,3,2,0,2,1,1,3,4,3,1,2,5,1,2,3,3,2,3,4,2,5,0.0,2,4,4,2,1,1,4,2,5,4,1,5,4,5,1,5,0.75
278,1,2,0,2,1,2,3,4,5,3,4,4,1,3,1,5,4,4,3,2,3,1.0,2,4,3,3,4,4,2,4,4,4,3,3,4,4,4,4,0.95
279,10,1,0,2,1,1,3,3,4,3,4,2,3,3,2,4,2,4,4,2,3,1.0,2,4,2,5,5,4,2,3,2,4,1,3,4,5,1,5,1.0
280,13,2,0,2,1,1,3,4,3,3,4,2,1,3,2,4,4,5,2,2,3,1.0,2,1,1,5,4,4,4,4,3,2,4,3,4,5,4,3,0.95
281,9,1,0,2,1,1,3,4,3,3,4,2,1,4,1,5,4,4,1,2,4,4.0,2,4,1,5,2,2,2,3,4,3,1,5,5,5,1,5,1.0
282,4,1,0,1,1,1,1,5,5,5,5,3,1,4,2,5,4,5,2,2,4,1.0,1,3,1,5,4,5,1,5,5,5,1,5,5,5,1,5,1.0
283,5,2,0,1,1,1,4,4,3,4,5,3,1,3,2,4,4,5,2,2,2,0.0,1,4,3,3,4,3,4,5,4,5,2,3,5,4,3,3,0.8
284,4,1,0,2,1,1,5,3,3,4,3,3,1,3,2,4,3,4,3,2,2,0.0,2,5,3,4,3,3,3,3,4,2,2,2,3,4,3,2,0.95
285,3,2,0,2,1,1,3,5,3,3,3,3,1,3,2,5,4,5,1,2,2,3.0,2,5,5,4,3,4,1,4,3,3,5,3,4,5,1,4,1.0
286,6,1,0,2,1,1,3,5,5,3,5,1,1,4,3,4,4,5,3,2,3,3.0,2,3,3,5,2,3,4,3,3,3,3,2,4,5,1,4,1.0
287,2,1,0,2,2,1,4,3,4,3,5,4,1,3,3,4,4,4,2,2,2,0.0,2,4,4,2,4,3,4,3,3,4,2,4,4,5,2,4,0.85
288,7,1,0,2,1,1,4,4,3,4,5,3,1,4,2,5,5,5,1,2,3,2.0,2,2,2,4,4,4,3,4,4,4,1,4,5,4,3,4,1.0
289,8,1,0,2,1,1,3,5,5,3,2,4,1,4,4,4,2,4,4,2,1,0.0,2,4,4,2,2,5,4,5,5,5,1,5,5,5,1,5,0.8
290,12,2,0,2,1,1,2,4,3,4,4,3,1,3,2,4,4,4,2,2,4,0.0,2,4,4,4,4,2,4,4,3,3,1,4,5,5,1,4,0.85
291,2,1,0,2,1,1,4,5,4,4,4,1,1,4,2,4,4,4,2,2,2,1.0,2,4,5,1,2,2,5,1,3,4,4,3,2,5,4,5,0.95
292,7,1,0,2,1,1,3,4,5,4,4,2,1,4,2,5,5,5,1,1,5,1.0,2,2,1,5,5,4,2,5,5,5,2,5,4,3,3,3,0.95
293,11,2,0,2,1,1,3,5,5,3,5,1,1,5,1,5,5,5,1,1,2,0.0,2,5,3,3,4,4,4,4,4,4,2,3,4,3,3,4,1.0
294,2,1,0,2,1,1,3,4,3,3,4,3,1,3,2,4,4,3,2,2,5,0.0,2,4,2,5,4,5,1,3,4,3,1,5,5,5,1,5,0.8
295,4,2,0,1,2,2,2,4,5,5,4,2,1,5,1,5,4,5,3,2,1,0.0,1,2,2,5,5,4,2,3,4,4,4,3,4,4,2,5,1.0
296,2,1,0,2,1,2,3,5,5,1,4,3,2,3,2,4,3,4,3,2,4,2.0,2,5,2,4,5,4,4,3,4,5,1,5,5,5,1,5,1.0
297,4,2,0,2,1,1,4,3,4,3,2,3,1,4,3,4,2,4,2,2,2,1.0,2,5,5,3,2,2,5,2,5,4,3,2,4,5,3,5,0.85
298,4,1,British Shorthair Lilac Spotted,2,1,1,4,5,4,4,3,3,1,3,3,4,4,3,3,2,4,0.0,2,5,4,3,4,3,4,4,4,4,1,4,5,3,3,4,0.7
299,1,1,Ragdoll,2,1,2,3,3,3,5,5,1,1,3,1,5,5,5,1,2,3,4.0,2,4,4,2,4,2,2,3,4,4,4,2,4,2,1,3,1.0
300,12,1,0,2,1,1,3,4,4,3,3,4,1,3,4,4,3,3,3,2,3,4.0,2,2,1,5,2,2,5,4,4,4,4,3,3,4,2,3,0.9
301,1,1,0,1,1,1,3,5,4,3,5,2,1,5,2,3,4,5,1,2,1,1.0,1,5,5,2,5,3,3,3,5,5,2,4,4,3,5,3,1.0
302,6,2,0,2,1,1,4,4,4,5,4,3,1,4,2,5,4,4,3,2,2,0.0,2,5,2,2,5,3,2,4,5,5,2,1,5,4,2,2,1.0
303,2,1,Norwegian forest,2,1,1,2,5,3,1,4,2,2,4,3,2,4,5,2,2,4,1.0,2,3,4,4,5,4,2,4,5,4,2,3,4,4,2,4,0.85
304,4,1,0,2,1,1,3,5,4,5,5,5,1,5,3,5,5,5,1,2,3,1.0,2,1,4,5,5,5,1,3,4,5,3,5,5,5,4,5,1.0
305,11,1,0,1,1,2,3,5,5,5,4,2,3,4,2,4,4,4,2,2,2,0.0,1,4,2,4,2,2,4,4,4,4,2,2,4,4,2,4,0.85
306,8,1,0,2,2,2,4,3,3,4,4,3,2,1,2,5,4,4,4,2,4,0.0,2,3,2,4,5,4,2,4,4,4,2,5,5,4,3,4,0.9
307,2,2,0,2,2,1,3,5,5,3,4,2,1,4,3,4,4,5,2,2,2,1.0,2,1,2,4,4,4,2,4,5,4,1,5,5,4,1,4,1.0
308,12,1,Egyptian Mau (I have 2),1,2,2,3,4,3,3,5,3,1,4,3,5,5,4,2,2,5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
309,7,1,0,2,2,1,3,4,4,4,5,2,1,3,1,5,5,5,2,2,2,0.0,2,5,5,3,2,2,5,4,4,4,4,4,5,4,4,4,1.0
310,7,1,0,1,2,2,3,5,5,5,5,3,1,4,2,5,5,5,2,2,3,1.0,1,3,3,4,4,3,4,4,4,3,2,5,3,5,1,5,1.0
311,19,2,0,1,2,2,1,4,1,5,2,4,3,4,3,4,4,3,4,2,3,3.0,1,5,5,2,4,4,2,4,4,5,2,3,5,5,1,5,1.0
312,8,1,Maine Coon,2,1,2,3,5,4,4,4,2,3,3,3,4,2,4,2,2,5,2.0,2,4,4,2,4,4,2,4,5,5,1,5,5,3,4,5,0.85
313,4,2,0,2,1,1,3,5,5,3,4,3,1,3,1,5,3,5,3,1,5,1.0,2,1,1,5,5,5,3,5,5,5,3,5,5,5,1,5,1.0
314,3,1,0,2,1,1,3,5,5,1,2,2,3,4,1,5,2,5,1,1,2,0.0,2,2,3,4,5,5,3,4,4,4,2,5,5,4,2,4,0.9
315,6,2,0,1,2,1,3,4,4,5,4,2,1,4,2,5,4,5,1,2,4,3.0,1,4,1,4,2,1,5,4,4,4,2,4,4,4,5,4,0.9
316,3,2,0,2,1,1,3,5,3,3,2,3,1,3,3,4,4,5,1,2,4,0.0,2,3,4,5,4,4,1,3,5,3,1,5,5,5,1,5,1.0
317,9,1,Bengal,1,1,2,3,5,5,5,5,3,1,2,1,5,5,5,3,2,3,0.0,1,4,1,5,5,3,1,5,5,5,1,5,5,5,4,5,1.0
318,7,2,0,2,1,2,4,3,4,3,4,4,1,2,3,4,2,3,4,2,4,0.0,2,4,3,5,3,3,4,3,2,3,4,5,5,4,2,4,0.95
319,12,2,0,2,2,1,3,3,3,1,4,3,1,2,3,4,4,4,4,2,2,0.0,2,4,5,3,4,3,4,4,4,3,2,3,5,5,2,4,1.0
320,6,2,0,2,1,1,4,4,5,5,4,2,3,2,1,5,4,5,2,2,2,0.0,2,5,5,4,4,2,4,3,2,4,2,3,5,4,4,4,1.0
321,2,1,0,2,1,2,4,5,5,5,4,2,1,3,2,4,4,4,2,2,3,1.0,2,5,3,2,5,4,4,2,3,5,4,4,4,5,3,4,0.95
322,9,1,0,2,1,1,3,4,3,4,4,1,1,4,3,4,4,4,2,2,3,0.0,2,2,5,4,4,3,4,4,5,4,2,3,4,5,4,2,0.8
323,5,2,0,2,1,1,3,5,5,3,4,2,1,3,2,4,4,4,2,2,3,0.0,2,3,4,5,5,5,3,4,4,3,1,4,4,5,1,5,1.0
324,1,2,0,2,1,1,3,5,5,3,3,2,1,4,2,4,4,4,2,2,2,0.0,2,2,5,3,1,2,4,4,5,4,4,4,5,5,3,4,0.95
325,7,1,Snowshoe,2,1,1,4,5,5,1,5,1,1,3,1,5,5,1,5,2,5,1.0,2,3,3,5,5,5,4,5,3,4,3,3,5,5,1,5,1.0
326,12,1,bengal cat,2,1,1,3,5,4,4,4,2,1,2,3,4,4,5,1,2,6,6.0,2,3,2,4,3,2,4,4,5,4,1,5,4,4,3,4,0.8
328,14,2,0,1,1,2,3,5,3,1,4,2,3,4,5,4,4,3,2,2,4,8.0,1,4,4,4,4,4,3,4,5,4,1,5,5,5,3,5,1.0
329,12,1,0,2,1,1,3,3,3,3,5,4,1,2,4,4,4,4,4,2,3,3.0,2,2,4,3,2,2,4,3,4,4,4,4,5,4,4,4,0.95
330,5,2,Med hair,2,1,1,3,5,5,5,3,4,1,2,1,5,3,5,3,2,5,3.0,2,4,2,5,4,4,2,5,5,4,4,3,4,5,4,4,1.0
331,2,2,0,2,1,1,2,4,4,3,4,1,1,4,2,4,4,4,1,1,2,1.0,2,2,2,3,2,3,4,3,5,3,3,4,4,4,4,4,1.0
332,4,1,0,1,1,1,5,4,3,3,5,2,1,4,3,5,5,5,2,2,2,1.0,1,2,3,5,2,4,5,2,4,2,2,5,5,4,5,4,1.0
333,8,1,0,1,2,1,3,4,3,3,5,2,1,5,2,5,5,5,2,2,4,1.0,1,2,2,4,2,3,4,4,4,4,2,3,4,5,2,4,1.0
334,2,1,0,1,1,1,3,4,5,4,4,3,1,3,2,5,4,4,3,2,2,1.0,1,5,5,4,4,2,5,2,4,3,1,5,5,4,2,2,0.95
335,7,2,0,2,1,1,4,4,3,2,4,3,1,1,3,4,4,5,1,2,2,2.0,2,1,2,3,4,4,3,4,5,5,2,4,4,5,3,4,1.0
336,2,1,0,1,1,1,3,5,5,5,5,1,1,5,1,5,5,5,3,2,4,3.0,1,4,2,3,5,3,4,5,5,4,1,2,5,5,2,4,1.0
